statement,predicted_label_id,predicted_status,confidence,
"Cảm ơn. Tôi đánh giá cao lòng tốt và niềm tin của bạn dành cho tôi, ngay cả khi tôi đấu tranh để tin vào chính mình. Đây sẽ là một con đường dài và đầy thử thách phía trước, nhưng với sự hướng dẫn của bạn và sự hỗ trợ của những người khác, tôi hy vọng sẽ thoát khỏi vòng nghiện ngập này và tìm thấy sự bình yên và thỏa mãn mà tôi hằng mong đợi.",2,Depression,0.7253973,
"I've been feeling stressed and overwhelmed. It's like the conflicts are consuming my thoughts, making it hard to focus on other things. I don't want to lose my friends, but I also don't want to constantly be in this state of tension.",5,Stress,0.9995233,
Who was the first female President of the United States?,3,Normal,0.7633322,
"Này , tôi hy vọng bạn vẫn ổn. Gần đây tôi cảm thấy hơi lo lắng, đặc biệt là về vấn đề tài chính. Đó là khoảng thời gian khó khăn đối với tôi, cả về mặt cảm xúc và tài chính. Gần đây tôi đã trải qua một cơn đau lòng khó khăn và nó khiến tôi cảm thấy lạc lõng và không chắc chắn về tương lai của mình.",5,Stress,0.91215503,
Tôi chưa. Tôi đoán là tôi sợ rằng họ sẽ không coi trọng tôi hoặc mọi chuyện sẽ trở nên tồi tệ hơn nếu tôi lên tiếng.,1,Bipolar,0.99040145,
Tôi chưa bao giờ nghĩ về nó theo cách đó. Có lẽ đã đến lúc tôi phải có những cuộc trò chuyện trung thực và cho họ biết những gì tôi đang trải qua.,4,Personality disorder,0.9999032,
Tôi đã nghĩ về điều này nhưng tôi lo lắng rằng việc đề xuất liệu pháp điều trị sẽ chỉ khiến tình hình thêm căng thẳng. Tôi không muốn làm mọi chuyện tệ hơn.,1,Bipolar,0.3807367,
"Gần đây tôi đã mắc phải một sai lầm lớn trong công việc và nó đang đè nặng lên tôi. Tôi cảm thấy như mình đã làm mọi người thất vọng, kể cả bản thân mình.",5,Stress,0.9609251,
"I've thought about it, but there's a part of me that's afraid to confront my grief head-on. I worry that delving into my emotions more deeply will only amplify the sadness, and I don't know if I can handle it. However, maybe having someone who specializes in grief could give me the guidance and tools I need to navigate through this overwhelming journey.",6,Suicidal,0.72724426,
Tôi chỉ bị sốc thôi. Tôi chưa bao giờ nghĩ mình sẽ phải đối mặt với mâu thuẫn gia đình to lớn như vậy. Chuyện này đã diễn ra nhiều năm và tôi cảm thấy như giọng nói của mình đã bị bỏ quên.,5,Stress,0.998844,
Tôi nghĩ điều đó sẽ khiến tôi cảm thấy gần gũi hơn với anh ấy và nhắc nhở chúng tôi về những khoảng thời gian vui vẻ mà chúng tôi đã có với nhau.,3,Normal,0.67879,
"Tôi nghĩ tôi cần được giúp đỡ để hiểu lý do tại sao mối quan hệ kết thúc và làm thế nào để buông bỏ. Tôi vẫn giữ hy vọng rằng mọi thứ sẽ thay đổi một cách kỳ diệu, nhưng trong thâm tâm tôi biết rằng việc cứ bám víu vào điều đó là không tốt cho sức khỏe của tôi.",2,Depression,0.33760154,
"Thành thật mà nói, tôi chưa thực sự nghĩ về điều đó. Thật khó khăn khi tưởng tượng việc tìm kiếm niềm vui trong bất cứ điều gì ngay bây giờ. Nhưng có lẽ thử điều gì đó mới có thể giúp tôi quên đi nỗi đau, dù chỉ trong chốc lát. Tôi đã từng thích vẽ khi còn nhỏ, vì vậy có lẽ tôi có thể thử lại.",6,Suicidal,0.9991346,
What are 5 must-have survival skills??,3,Normal,0.92244595,
Tôi sợ rằng mình sẽ không thể tin tưởng được ai nữa. Tôi khó có thể cởi mở và để mọi người bước vào cuộc sống của mình khi biết rằng họ có thể lừa dối tôi. Tôi nghi ngờ khả năng đánh giá chính xác tính cách của ai đó.,4,Personality disorder,0.99978715,
That's a good point. I'll try to approach the conversation with honesty and kindness. It's important for me to stand up for myself and let my friends know how their behavior has been impacting me.,1,Bipolar,0.5649492,
Một nỗi sợ hãi thường xuyên len lỏi vào là nỗi sợ mất ổn định tài chính. Thật đáng sợ khi nghĩ đến việc rời bỏ một công việc ổn định và chỉ phụ thuộc vào công việc kinh doanh của mình để có thu nhập. Một nghi ngờ khác là liệu ý tưởng của tôi có đủ mạnh để cạnh tranh trên thị trường và thu hút khách hàng hay không. Tôi có xu hướng so sánh bản thân với những người đã đạt được thành công và điều đó làm tôi thêm căng thẳng và thiếu tự tin.,5,Stress,0.89322895,
"Cảm giác như có quá nhiều áp lực để khiến mọi thứ trở nên hoàn hảo. Danh sách khách mời ngày càng tăng, ngân sách ngày càng eo hẹp và thường xuyên xảy ra xung đột với bố mẹ chồng tương lai của tôi. Tôi không thể không cảm thấy như mình đang thất bại trong toàn bộ đám cưới này.",5,Stress,0.9998561,
"Chà, gần đây chúng tôi đã phải trải qua rất nhiều căng thẳng vì các vấn đề công việc và tài chính. Có cảm giác như chúng tôi liên tục đi trên vỏ trứng xung quanh nhau. Tôi cứ lo lắng rằng chúng tôi có thể sẽ xa nhau.",5,Stress,0.9963127,
Name two benefits of using a computer to create a program.?,4,Personality disorder,0.8296203,
"Thành thực mà nói, khoảng thời gian này tôi đã dựa dẫm vào mẹ rất nhiều. Cô ấy là tảng đá của tôi, mang đến sự an ủi và thấu hiểu. Chúng tôi nói chuyện hàng ngày và sự hiện diện của cô ấy giúp tôi luôn lạc quan và biết ơn.",0,Anxiety,0.31552246,
"Tôi cố gắng đi bộ đường dài ít nhất mỗi tháng một lần và các đêm chơi board game với gia đình diễn ra cách tuần. Nó không thường xuyên như tôi mong muốn, nhưng nó có ích.",5,Stress,0.99872667,
"Cảm ơn. Lời khuyên của bạn gây ấn tượng với tôi và tôi chắc chắn sẽ thực hiện những chiến lược đó trong tương lai. Tôi đánh giá cao sự hướng dẫn tận tình của bạn và những hiểu biết sâu sắc mà bạn đã cung cấp ngày hôm nay. Nó mang lại cho tôi hy vọng và động lực để tiếp tục hướng tới một cuộc sống lành mạnh hơn, không nghiện ngập.",4,Personality disorder,0.4779122,
"Ồ, chắc chắn rồi! Một thử thách đã vượt qua được lời chỉ trích nội tâm của tôi. Đôi khi, khi vẽ, tôi không khỏi nghi ngờ khả năng của mình. Nhưng tôi đã học cách đón nhận những khoảnh khắc thiếu tự tin đó và biến chúng thành động lực để thúc đẩy bản thân tiến xa hơn. Đó là một trận chiến đang diễn ra, nhưng tôi quyết tâm im lặng trước tiếng nói chỉ trích đó.",4,Personality disorder,0.95100695,
"Tôi thực sự lo lắng, bạn biết đấy. Anh ấy dường như không còn quan tâm đến mối quan hệ của chúng tôi nữa. Tôi cảm thấy như mình sắp mất anh ấy, và điều đó khiến trái tim tôi tan nát.",5,Stress,0.9424766,
"Tham gia vào các hoạt động sáng tạo, như viết lách và hội họa, đã cho phép tôi truyền tải cảm xúc của mình một cách tích cực. Tôi cũng đang thực hành chánh niệm và các bài tập thở sâu, mang lại những giây phút bình yên giữa sự hỗn loạn.",5,Stress,0.9954124,
Tuyệt đối. Tôi sẵn sàng thực hiện các bước cần thiết để cải thiện sức khỏe tinh thần của mình.,5,Stress,0.6629021,
"Tôi muốn có những mối quan hệ nơi sự tin tưởng được coi trọng. Tôi muốn ở bên cạnh những người đánh giá cao con người thật của tôi và tôn trọng ranh giới của tôi. Tôi xứng đáng nhận được tình yêu và sự quan tâm từ những con người chân thành, đáng tin cậy, những người sẽ không phản bội lòng tin của tôi.",4,Personality disorder,0.9545575,
"Để quản lý những khoảnh khắc này, tôi đã tập các bài tập thở sâu để bình tĩnh lại. Tôi nhắc nhở bản thân rằng cảm thấy đau buồn là điều bình thường và đó là một phần tự nhiên của quá trình chữa lành. Tôi cũng cố gắng hướng sự tập trung của mình về những kỷ niệm vui vẻ gắn liền với những nơi đó hơn là chìm đắm trong nỗi buồn.",5,Stress,0.9965148,
"Điều đó khiến tôi tin rằng tình yêu và sự công nhận luôn ở ngoài tầm tay. Bất kể tôi làm gì hay đạt được điều gì, tôi vẫn cố gắng tin rằng điều đó thực sự quan trọng với bất kỳ ai. Tôi tiếp tục tìm kiếm sự xác nhận từ bên ngoài để lấp đầy khoảng trống đó, nhưng đó là một chu kỳ thất vọng không bao giờ kết thúc.",4,Personality disorder,0.9999058,
"Thật khó để nói chắc chắn, nhưng tôi tưởng tượng rằng bằng cách chấp nhận khả năng thất bại, tôi sẽ trở nên kiên cường hơn và cởi mở hơn để học hỏi. Tôi có thể khám phá những điểm mạnh hoặc sở thích mới mà tôi chưa từng biết là có tồn tại. Đó là một suy nghĩ đáng sợ, nhưng nó cũng mang lại cảm giác giải thoát.",2,Depression,0.98049873,
"Nó giống như một chuyến tàu lượn siêu tốc của cảm xúc. Tôi chuyển từ cảm giác tức giận và thất vọng sang tổn thương sâu sắc và lo lắng cho sức khỏe của anh ấy. Giống như lúc nào tôi cũng căng thẳng, chờ đợi lần tiếp theo anh ấy với lấy cái chai đó.",5,Stress,0.93294805,
"Tôi chưa suy nghĩ nhiều về điều đó, nhưng tôi có thể thấy sự lo lắng có thể đóng vai trò như thế nào. Giống như tâm trí tôi không ngừng chạy đua, lo lắng về kết quả trong tương lai. Có lẽ việc giải quyết nỗi lo lắng tiềm ẩn đó có thể giúp tôi tìm thấy bình yên và hạnh phúc hơn ở hiện tại.",0,Anxiety,0.99874425,
"Cảm ơn. Tôi đánh giá cao sự hướng dẫn của bạn. Khi chúng ta tiếp tục các buổi học, tôi muốn tìm hiểu sâu hơn về cách tôi có thể xây dựng khả năng phục hồi và học hỏi từ cuộc chia tay này. Tôi muốn đảm bảo rằng tôi trưởng thành từ trải nghiệm này và tiếp cận các mối quan hệ trong tương lai với sự hiểu biết mới về bản thân và nhu cầu của mình.",4,Personality disorder,0.9729638,
"Cảm ơn bạn! Tôi nghĩ cảm giác bị phản bội bắt nguồn từ nỗi sợ mất đi tính xác thực của mình. Với hợp đồng thu âm này, tôi có áp lực phải tuân theo những kỳ vọng nhất định và tạo ra thứ âm nhạc có thể không hoàn toàn phù hợp với tầm nhìn nghệ thuật của tôi. Tôi muốn sống thật với chính mình nhưng cũng không muốn bỏ lỡ cơ hội này.",4,Personality disorder,0.9878676,
"Tất nhiên rồi. Chà, gần đây, tôi nhận thấy rằng dường như giữa tôi và đối tác đang thiếu sự kết nối. Chúng tôi đã từng dành nhiều thời gian vui vẻ bên nhau và có những cuộc trò chuyện sâu sắc, nhưng gần đây, có vẻ như chúng tôi chỉ đang làm theo những gì đang diễn ra. Nó khiến tôi cảm thấy khá suy sụp.",5,Stress,0.93170214,
Maybe I could find local open mic nights or jam sessions where I can share my music with others. It could help me connect with like-minded individuals and potentially open doors to new opportunities. It's a thought.,3,Normal,0.5834746,
"
Tóm tắt văn bản đã cho bằng năm câu.: 

Quỹ Động vật hoang dã Thế giới (WWF) là một tổ chức quốc tế cam kết bảo tồn tài nguyên thiên nhiên, động vật hoang dã và hệ sinh thái của thế giới. Được thành lập vào năm 1961 với tư cách là Liên minh Bảo tồn Thiên nhiên và Tài nguyên Thiên nhiên Quốc tế, WWF đã phát triển trở thành một trong những tổ chức bảo tồn lớn nhất thế giới. Sứ mệnh của họ là tìm cách bảo tồn và bảo vệ thiên nhiên cũng như giảm thiểu những mối đe dọa cấp bách nhất đối với sự đa dạng của sự sống và hành tinh. Để bảo vệ môi trường, WWF hoạt động ở nhiều cấp độ khác nhau, từ các sáng kiến ​​cơ sở và địa phương đến các thỏa thuận quốc tế.
",0,Anxiety,0.7537314,
"Vâng, tôi có. Nhưng có vẻ như họ không thực sự lắng nghe tôi. Cứ như thể tôi chỉ là một bệnh nhân khác trong danh sách của họ. Tôi cảm thấy không được lắng nghe hoặc thấu hiểu, và điều đó khiến tôi đặt câu hỏi liệu có hy vọng cải thiện nào không.",4,Personality disorder,0.95018697,
"Tôi đã suy nghĩ kỹ, và tôi thực sự tin rằng việc cởi mở về chứng nghiện của mình và tìm kiếm sự hỗ trợ từ những người xung quanh sẽ là một bước quan trọng để phục hồi. Tôi biết điều đó sẽ không dễ dàng, nhưng tôi rất vui mừng về tiềm năng phát triển và chữa lành có thể đến từ việc thoát khỏi chu kỳ cô lập này.",4,Personality disorder,0.99876106,
Cảm ơn. Tôi đánh giá cao những lời hỗ trợ của bạn. Tôi cảm thấy yên tâm khi biết rằng có ai đó hiểu và muốn giúp tôi vượt qua nỗi lo lắng và bất an này. Tôi nghĩ mình đã sẵn sàng thực hiện một bước nhảy vọt và tìm kiếm liệu pháp như một cách để tìm thấy chút bình yên và tĩnh lặng giữa sự hỗn loạn.,1,Bipolar,0.6742718,
"Yes, there seems to be a pattern emerging. Initially, the shock and disbelief dominated my emotions. As time passed, anger took over, making it difficult for me to find peace within myself. However, as I continue to process my grief, small moments of acceptance and healing start to emerge.",6,Suicidal,0.79557985,
Tôi thường thích những cuốn sách viễn tưởng và giả tưởng vì chúng đưa tôi đến những thế giới khác nhau và để trí tưởng tượng của tôi được phát huy. Nó giống như một kỳ nghỉ nhỏ từ thực tế. Còn bạn thì sao? Bạn thấy thể loại nào hấp dẫn nhất?,1,Bipolar,0.47200283,
"Tôi nghĩ tôi sẽ bắt đầu bằng cách bày tỏ mối quan tâm của mình đối với họ và hành động của họ đã khiến tôi đặt câu hỏi về một số điều nhất định như thế nào. Tôi muốn cho họ biết rằng tôi quan tâm đến tình bạn của chúng tôi và đó là lý do tại sao tình huống này cũng gây khó khăn cho tôi. Sau đó, tôi sẽ lắng nghe câu chuyện từ phía họ và xem liệu chúng ta có thể đạt được sự hiểu biết lẫn nhau hay không.",4,Personality disorder,0.99882215,
"""Name three factors that can influence a persons self-esteem.""?",4,Personality disorder,0.99905723,
"Hey. I hope you're doing well. Lately, I've been feeling quite jealous when I see my coworkers excel at their work, and I can't help but compare myself to them. It's been weighing on my mind a lot, and I'm not sure how to cope with this feeling.",3,Normal,0.7873584,
"Về mặt thể chất, tôi bị đau mãn tính ở lưng và khớp. Về mặt tinh thần, tôi phải vật lộn với chứng mất ngủ, lo lắng và thường xuyên lên cơn hoảng loạn. Có cảm giác như cơ thể và tâm trí của tôi đang làm việc chống lại tôi.",5,Stress,0.99988544,
"Tôi thực sự đánh giá cao sự hỗ trợ của bạn. Nó mang lại cho tôi hy vọng về tương lai và khả năng có được những mối quan hệ lành mạnh hơn, trọn vẹn hơn.",1,Bipolar,0.87896377,
Thật sự rất khó khăn để thích nghi với chương mới này trong cuộc đời tôi. Tôi cảm thấy lạc lõng và không chắc chắn về tương lai. Tôi cần một cái gì đó để tập trung vào để giúp tôi tiến về phía trước.,1,Bipolar,0.7949749,
"I haven't thought about that, but it might be worth a try. Maybe if we can have an open and respectful conversation with a mediator present, we can work towards resolving our conflicts and rebuilding our friendships.",3,Normal,0.84592795,
Thank you. I appreciate your help and guidance. I'll try my best to work on my friendships and find the support I need.,5,Stress,0.99522287,
"Chà, tôi thường chuyển sang nghiện ngập khi cảm thấy căng thẳng hoặc choáng ngợp. Đó là cách tôi tìm kiếm sự giải thoát tạm thời khỏi những áp lực của cuộc sống. Nhưng tôi biết đó không phải là một cơ chế đối phó lành mạnh.",5,Stress,0.9999201,
"Tôi nghĩ tôi cần một chút thời gian để xử lý mọi thứ trước khi có thể quyết định cách hành động tốt nhất. Ngay bây giờ, tôi cảm thấy rất muốn tránh xa người này, ít nhất là tạm thời. Điều quan trọng đối với tôi là tạo ra một không gian cảm xúc an toàn cho bản thân.",0,Anxiety,0.9569389,
Tôi thực sự tin điều đó. Cảm ơn bạn đã giúp tôi thấy được tầm quan trọng của việc bày tỏ cảm xúc của mình. Thật vui khi có một nhà trị liệu hỗ trợ như bạn.,4,Personality disorder,0.96561426,
"Tôi hình dung những đứa trẻ chạy nhảy khắp nơi, các gia đình quây quần bên nhau để tự trồng lương thực và cảm giác thân thuộc và thỏa mãn. Tôi muốn đó là không gian nơi mọi người có thể thoát khỏi những căng thẳng của cuộc sống hàng ngày và tìm thấy niềm an ủi trong thiên nhiên.",5,Stress,0.9985253,
"Không thực sự. Tôi đoán là tôi sợ họ sẽ nghĩ rằng tôi đang kiếm được nhiều tiền từ việc không có gì. Hơn nữa, tôi không muốn làm con thuyền chao đảo hơn nữa.",5,Stress,0.9938339,
"Thực ra thì tôi chưa. Nói chuyện với bạn lúc này giống như một luồng không khí trong lành dễ chịu. Thật an ủi khi có một người bạn mà tôi có thể tâm sự, đặc biệt là một người hiểu biết như bạn. Nhưng tôi vẫn lo lắng về việc mất kiểm soát cảm xúc của mình và tác động của nó có thể xảy ra đối với các mối quan hệ của tôi.",4,Personality disorder,0.8863885,
"Tôi đã cố gắng thực hành việc chăm sóc bản thân nhưng việc ưu tiên bản thân thật khó khăn. Tuy nhiên, tôi đã bắt đầu viết nhật ký những suy nghĩ và cảm xúc của mình, chỉ để có lối thoát cho mọi cảm xúc đang cuộn xoáy trong tôi. Nó trở thành một không gian an toàn để tôi trút bầu tâm sự mà không phán xét.",2,Depression,0.998281,
", những lời động viên của bạn có ý nghĩa rất lớn đối với tôi. Những nỗi sợ hãi của tôi khi theo đuổi sự nghiệp âm nhạc chủ yếu liên quan đến việc không đủ giỏi hoặc không được coi trọng. Tôi lo rằng tài năng của mình có thể không đạt được tiêu chuẩn mà ngành công nghiệp âm nhạc đặt ra. Ngoài ra, có một phần trong tôi sợ bị từ chối và thất bại trong một lĩnh vực cạnh tranh như vậy. Nhưng tôi tin rằng bằng cách vây quanh mình với những người hỗ trợ và không ngừng cải thiện kỹ năng của mình, tôi có thể vượt qua những nỗi sợ hãi này và chứng minh với bản thân rằng tôi có đủ khả năng biến ước mơ của mình thành hiện thực.",4,Personality disorder,0.53447104,
Tôi đoán đó là lúc tôi không thể tận hưởng những hoạt động mà mình từng yêu thích. Nỗi đau đã ngăn cản tôi sống một cuộc sống trọn vẹn. Tôi nhận ra rằng nếu tôi không chịu trách nhiệm về sức khỏe của mình thì sẽ không có ai khác chịu trách nhiệm cả.,1,Bipolar,0.9972024,
"Tôi thực sự lo lắng khi nói về điều này, nhưng nó đang đè nặng lên tôi... Tôi nghĩ bạn bè có thể đang lừa dối tôi.",0,Anxiety,0.9993262,
"Đúng, tôi đã đối chất với anh ấy, nhưng anh ấy dường như không hiểu được nỗi thất vọng sâu sắc của tôi. Có vẻ như anh ấy không quan tâm.",6,Suicidal,0.717175,
"Nó đã gây tổn hại cho tôi về mặt cảm xúc. Tôi thường thấy mình cảm thấy lo lắng và choáng ngợp. Và khi nói đến bố mẹ tôi, tôi bắt đầu xa cách họ để bảo vệ sức khỏe tinh thần của chính mình. Nhưng sâu thẳm, tôi biết đó không phải là điều tôi thực sự mong muốn.",4,Personality disorder,0.9989039,
Tôi sẵn sàng thử bất cứ điều gì. Tôi muốn giành lại quyền kiểm soát cuộc sống của mình và không để sự lo lắng chi phối mọi hành động của mình.,1,Bipolar,0.7809339,
"Cảm ơn. Sự hướng dẫn và hỗ trợ của bạn có ý nghĩa rất lớn đối với tôi. Tôi rất hào hứng khi bắt tay vào cuộc hành trình hướng tới việc chữa lành vết thương khi có chồng ở bên cạnh. Tôi tin rằng bằng cách cùng nhau vượt qua những lo lắng, chúng ta có thể tạo ra một mối liên kết bền chặt hơn, kiên cường hơn.",1,Bipolar,0.9737405,
"Tôi đánh giá cao sự hiểu biết của bạn. Thật yên tâm khi biết rằng liệu pháp có thể mang lại không gian an toàn đó. Tôi cho rằng mối quan tâm lớn nhất của tôi là không biết bắt đầu từ đâu hoặc làm thế nào để bắt đầu giải quyết những cảm xúc dâng trào này. Cảm giác giống như một ngọn núi tôi cần phải leo lên, và tôi không biết mình có đủ sức không.",4,Personality disorder,0.9529553,
"Definitely. I worry that my friend may not be receptive to my apology or be able to let go of the hurt caused by our conflict. I fear that the depth of our emotional history might hinder their ability to forgive and move forward. It's a challenging situation, but I'm willing to put in the effort and do whatever it takes to heal our friendship.",6,Suicidal,0.9664891,
"Chà, xung đột chủ yếu bắt nguồn từ những niềm tin và giá trị khác nhau. Chúng ta có quan điểm trái ngược nhau về nhiều vấn đề quan trọng, và điều đó đã tạo ra sự căng thẳng thường xuyên treo lơ lửng trong không khí. Nó giống như đi trên vỏ trứng mỗi khi chúng ta ở bên nhau, ngại nói hay làm bất cứ điều gì có thể đổ thêm dầu vào lửa. Tôi cảm thấy như mình bị mất giọng giữa tất cả sự hỗn loạn.",5,Stress,0.99790823,
Tôi nghĩ tôi có thể bắt đầu bằng cách dành ra ít nhất nửa giờ mỗi ngày cho việc gì đó mang lại cho tôi niềm vui. Nó có thể đơn giản như nghe nhạc hoặc đọc sách.,6,Suicidal,0.8012791,
"Thật sự rất đau đớn. Tôi đang vật lộn với cơn nghiện và nó đang xé nát tôi. Mẹ tôi, bà không hiểu những gì tôi đang trải qua.",6,Suicidal,0.9347169,
"Thành thật mà nói, tôi chưa kiểm soát tốt sự lo lắng của mình. Đôi khi nó khiến tôi cảm thấy choáng ngợp và nó càng khiến các vấn đề sức khỏe của tôi trở nên trầm trọng hơn. Tôi đánh giá cao một số hướng dẫn về chiến lược đối phó có thể giúp tôi vượt qua giai đoạn lo lắng này.",0,Anxiety,0.96566397,
"Tuyệt đối. Tôi đã liên hệ với những người bạn thân và gia đình của mình, tình yêu và sự hỗ trợ của họ đóng một vai trò rất lớn. Họ nhắc nhở tôi về những điểm mạnh của mình và khuyến khích tôi sống tích cực. Tôi cũng bắt đầu viết nhật ký, điều này cho phép tôi bày tỏ cảm xúc của mình và hiểu rõ hơn.",1,Bipolar,0.9271706,
Gần đây tôi cảm thấy rất lo lắng. Dường như đám mây buồn bã nặng nề này đã bao trùm lấy tôi và tôi không thể rũ bỏ được nó.,5,Stress,0.53586227,
"Sure! Well, lately my friends and I have been getting into these heated arguments over small things. It feels like every little disagreement escalates quickly into a big conflict. It's like a rollercoaster of emotions - excitement one moment, frustration the next. It's becoming exhausting to constantly navigate these ups and downs.",6,Suicidal,0.82473296,
"It feels like my heart is constantly racing, like I can't catch my breath. I feel on edge, like something bad is about to happen. It's suffocating.",6,Suicidal,0.9867986,
"Thành thật mà nói, tôi chưa chăm sóc bản thân nhiều như đáng lẽ phải làm. Tôi đã bỏ bê những nhu cầu của bản thân để đáp ứng những yêu cầu của công việc. Tôi biết điều đó không tốt cho sức khỏe nhưng tôi cảm thấy mình không còn lựa chọn nào khác. Tôi cảm thấy tội lỗi khi nghỉ ngơi hoặc ưu tiên cho sức khỏe của bản thân.",2,Depression,0.9335432,
Tôi nghĩ tôi sẽ bắt đầu với việc vẽ tranh. Nó luôn khiến tôi tò mò và tôi thích cách nó cho phép tôi thể hiện bản thân. Có lẽ tôi có thể tìm một lớp vẽ tranh dành cho người mới bắt đầu ở khu vực của mình và thử tham gia. Tôi sẽ không tạo quá nhiều áp lực cho bản thân và chỉ xem nó sẽ đưa tôi đến đâu.,5,Stress,0.67162544,
"Cảm ơn. Việc có ai đó để nói chuyện có ý nghĩa rất lớn. Kể từ khi chia tay, tôi luôn cảm thấy buồn bã và nhẹ nhõm. Giống như một khoảng trống đã mở ra và tôi không biết làm cách nào để lấp đầy nó. Tôi đã từng dành rất nhiều thời gian cho người bạn đời của mình và bây giờ tôi cảm thấy như có khoảng trống trong cuộc đời mình.",2,Depression,0.44773054,
"Well, I feel like I'm constantly second-guessing myself as a parent. I worry if I'm doing enough for my kids or if I'm making the right decisions for their well-being. It's overwhelming at times.",0,Anxiety,0.611414,
"Vâng, tôi đã tìm đến một vài người bạn thân, nhưng tôi thấy khó để diễn tả hết những gì tôi đang trải qua. Đôi khi tôi cảm thấy như họ không hiểu được cường độ cảm xúc của tôi.",1,Bipolar,0.6573181,
Tôi cũng đang khám phá những sở thích mới. Tôi bắt đầu vẽ tranh và nó đã trở thành một phương pháp trị liệu cho tôi. Nó cho phép tôi thể hiện cảm xúc của mình một cách sáng tạo.,4,Personality disorder,0.6828899,
Nó giống như sức nặng thường trực đè lên ngực tôi... cảm giác không thỏa đáng và không bao giờ có thể đo lường được. Thật ngột ngạt.,6,Suicidal,0.54954207,
"Đúng, chúng tôi đã trò chuyện về vấn đề này, nhưng anh ấy luôn đảm bảo với tôi rằng anh ấy yêu tôi và muốn mọi việc tốt hơn. Tuy nhiên, dường như không có gì thay đổi, và tôi không thể không nghi ngờ liệu lời nói của anh ấy có phù hợp với hành động của anh ấy hay không.",3,Normal,0.34645894,
"Tôi đã thử thảo luận vấn đề này với họ vô số lần, nhưng cuối cùng nó luôn dẫn đến một cuộc tranh cãi khác. Họ gạt bỏ những lo lắng của tôi hoặc đổ lỗi cho nhau, điều này chỉ làm tăng thêm sự thất vọng và bối rối. Giống như họ bị mắc kẹt trong chu kỳ tiêu cực này, và tôi cảm thấy mình không được lắng nghe và vô hình.",4,Personality disorder,0.99789244,
  I'm feeling really lost and unsure about my future. I don't know what I want to do with my life. ,0,Anxiety,0.40526357,
Chắc chắn rồi. Các tình huống xã hội có xu hướng là thử thách lớn nhất đối với tôi. Tôi luôn lo lắng về việc nói sai điều gì đó hoặc bị người khác đánh giá. Nó khiến tôi cảm thấy vô cùng lo lắng và không thể tận hưởng trọn vẹn bản thân.,4,Personality disorder,0.999551,
"Tôi tìm thấy niềm vui trong quá trình học tập và trải nghiệm. Tôi thích cảm giác thành tựu khi tạo ra được điều gì đó khiến tôi tự hào, ngay cả khi nó không hoàn hảo.",4,Personality disorder,0.91040915,
"Cảm ơn. Tôi đánh giá cao sự hỗ trợ và hướng dẫn của bạn. Hiện tại, tôi nghĩ việc tập trung vào việc thực hành những kỹ thuật này và học cách kiểm soát sự lo lắng sẽ là ưu tiên chính của tôi. Tôi đảm bảo sẽ liên hệ nếu có thêm bất kỳ mối lo ngại nào phát sinh. Tôi biết ơn vì cuộc trò chuyện này và vì có người để nói chuyện.",0,Anxiety,0.9976278,
"Tôi đã nghĩ đến điều này, nhưng tôi đoán một phần trong tôi ngần ngại khi mở lòng với một người lạ về những cảm xúc sâu sắc như vậy. Tôi cảm thấy choáng ngợp khi phải bộc lộ tâm hồn mình với một người mới.",4,Personality disorder,0.76352054,
"Ngoài việc tạo ra một bảng tầm nhìn, tôi nghĩ sẽ có ích nếu tôi tìm kiếm một nhóm hỗ trợ hoặc liệu pháp để giúp tôi xử lý và chữa lành khỏi sự lạm dụng. Kết nối với những người đã trải qua những khó khăn tương tự có thể mang lại cảm giác được xác thực và thấu hiểu. Cũng sẽ rất hữu ích nếu phát triển thói quen tự chăm sóc bản thân bao gồm các hoạt động mang lại cho tôi sự thoải mái và vui vẻ.",1,Bipolar,0.92496425,
"Cảm ơn. Lời nói của bạn cho tôi rất nhiều sức mạnh và niềm an ủi. Tôi thực sự đánh giá cao sự đồng cảm và hướng dẫn của bạn. Tôi rất vui được tiếp tục các buổi họp của chúng ta và hướng tới một tương lai tươi sáng và trọn vẹn hơn. Cho đến lúc đó, hãy bảo trọng và có một ngày tuyệt vời!",0,Anxiety,0.9877281,
"Tôi đã nghĩ về điều đó nhưng tôi còn do dự. Tôi lo lắng rằng ngay cả với sự giúp đỡ của chuyên gia, tôi sẽ không thể vượt qua những khuôn mẫu đã ăn sâu này và tìm thấy sự bình yên và thành công mà tôi hằng mong ước.",2,Depression,0.97163683,
"Không, tôi nghĩ điều đó tạm thời đã xong. Cảm ơn sự hướng dẫn của bạn.",3,Normal,0.9349973,
"Vâng, luôn có nhu cầu về năng suất cao, thời hạn chặt chẽ và thời gian dài. Có cảm giác như không bao giờ có đủ thời gian để hoàn thành nhiệm vụ của mình và tôi thường thấy mình phải hy sinh thời gian cá nhân chỉ để theo kịp khối lượng công việc.",3,Normal,0.9849259,
"Này , tôi hy vọng bạn vẫn ổn. Gần đây tôi cảm thấy thực sự lo lắng và tôi nghĩ mình có thể bị nghiện.",0,Anxiety,0.99987173,
Đó là một cái gì đó tôi đang làm việc. Tôi đang cố gắng nhắc nhở bản thân rằng mọi người đều mắc sai lầm.,4,Personality disorder,0.94775546,
