statement,predicted_label_id,predicted_status,confidence,
In what ways is a car similar to a bicycle??,3,Normal,0.9818126,
Tôi nghĩ một phần nó đến từ thời thơ ấu. Tôi luôn cảm thấy mình phải chứng minh giá trị của mình thông qua thành tích và suy nghĩ đó đã ảnh hưởng đến cuộc sống nghề nghiệp của tôi. Tôi cũng lo lắng về việc người khác sẽ nghĩ gì nếu tôi không đáp ứng được kỳ vọng của họ.,4,Personality disorder,0.9989336,
"Không hẳn đâu. Tôi đã giữ nó cho riêng mình, nhưng nó ngày càng khó giải quyết hơn. Tôi nghĩ đến đây sẽ giúp tôi tìm được lối thoát khỏi nơi tối tăm này.",2,Depression,0.3421792,
"I've attempted to bring it up, but they brush it off or make excuses for their behavior. It's like they don't want to confront the issue. I'm worried that if I keep pushing, it'll only escalate the conflict further.",6,Suicidal,0.56812054,
Mọi chuyện bắt đầu cách đây vài tuần khi nảy sinh bất đồng giữa bạn trai tôi và một trong những người bạn thân nhất của chúng tôi. Họ từng rất hợp nhau nhưng giờ đây có vẻ như mọi thứ đã thay đổi. Sự căng thẳng có thể sờ thấy được.,5,Stress,0.91495746,
"I'll definitely try to incorporate self-care into my daily routine and focus on my personal growth. I also realize that communication is key in any relationship, so I'll make an effort to express my fears and insecurities to my partner. It won't be easy, but taking these steps might help me break free from this cycle of fear and rejection.",0,Anxiety,0.40377095,
"Xin chào , tôi hy vọng bạn vẫn ổn. Gần đây tôi cảm thấy hạnh phúc nhưng tôi đang phải đối mặt với một số mâu thuẫn với bạn bè. Tôi không biết phải giải quyết thế nào và điều đó khiến tôi khó chịu.",6,Suicidal,0.98417735,
"Yes, I've had a few conversations, but it seems like we're just going in circles without any real resolution. It's frustrating because I feel like we're not making any progress.",6,Suicidal,0.88580745,
Tôi biết nó bắt đầu từ tôi. Tôi cần phải cam kết hoàn toàn về quá trình hồi phục của mình và thực hiện những thay đổi lâu dài. Tôi cần chứng minh cho gia đình thấy rằng tôi tận tâm chữa bệnh và trở thành người mà họ xứng đáng có được.,1,Bipolar,0.99797684,
"It takes a toll on me. When I depend on someone else to make me happy, I constantly fear losing them or being abandoned. It keeps me on edge all the time, and it's exhausting. I can't seem to find peace within myself.",6,Suicidal,0.97061354,
Điều đó thực sự có vẻ như nó có thể có hiệu quả. Tôi sẽ thử.,6,Suicidal,0.97420305,
"Sure. I've recently gone through some changes in my life that have left me feeling disconnected from my usual social circles. I used to have a group of close friends, but due to various circumstances, we've grown apart. This has made me feel isolated, which is why I'm looking for ways to engage in new activities and possibly meet new people.",6,Suicidal,0.56524473,
Có vẻ là một ý tưởng tốt. Tôi đã dồn nén cảm xúc của mình và viết nó ra có thể là một cách giải tỏa.,6,Suicidal,0.97773325,
Tôi chắc chắn sẽ nỗ lực thực hành điều này. Thật an ủi khi biết rằng tôi có thể kiểm soát được những suy nghĩ này và có thể tích cực hướng tới tư duy tích cực hơn.,5,Stress,0.8865428,
"Mọi thứ đều có vẻ đầy thách thức. Tôi nhớ tiếng cười của cô ấy, sự ấm áp của cô ấy, sự đụng chạm của cô ấy. Giống như một phần của tôi đã biến mất mãi mãi. Tôi cảm thấy thật lạc lõng khi không có cô ấy.",6,Suicidal,0.5466855,
"Cảm ơn. Tôi cảm thấy biết ơn sự hỗ trợ của bạn. Đối với những giấc mơ khác, tôi nhận ra tầm quan trọng của việc trân trọng các mối quan hệ và sống một cuộc sống trọn vẹn. Tôi muốn tập trung vào việc tăng cường kết nối của mình với bạn bè và gia đình, trân trọng từng khoảnh khắc.",4,Personality disorder,0.96637964,
Chắc chắn rồi. Tôi khó có thể tin tưởng mọi người và thường giữ họ ở khoảng cách xa. Thật khó để tôi hạ thấp cảnh giác.,4,Personality disorder,0.9993383,
"Well, I enjoy spending time in nature. Being outdoors and surrounded by peaceful scenery helps me find some solace. I also find comfort in writing down my thoughts and emotions, as it allows me to process them more easily.",6,Suicidal,0.73890084,
"Vâng, có những lúc tôi cảm thấy choáng ngợp. Khi tôi phải đối mặt với nhiều deadline, nhiệm vụ đột xuất hoặc những cuộc trò chuyện khó khăn với đồng nghiệp, tôi khó có thể giữ bình tĩnh và tập trung. Tôi thường thấy mình nghĩ về công việc ngay cả khi tôi không ở đó, điều này khiến tôi khó có thể thư giãn và tận hưởng thời gian riêng tư.",5,Stress,0.9997706,
"Tôi đang cân nhắc xem liệu mình có nên cố gắng tìm một công việc mới nơi tôi có thể có nhiều cơ hội phát triển và thăng tiến hơn hay không. Nhưng đồng thời, tôi lo lắng rằng đó có thể không phải là bước đi đúng đắn và cuối cùng tôi sẽ hối hận về quyết định của mình. Đó là một lựa chọn khó khăn và tôi không muốn đưa ra một quyết định sai lầm có thể ảnh hưởng đến sự nghiệp của mình.",1,Bipolar,0.9347827,
"Chà, khi ở cạnh người khác, đặc biệt là trong môi trường xã hội, tôi bắt đầu nghi ngờ bản thân. Tôi so sánh bản thân mình với người khác và cảm thấy mình không đạt tiêu chuẩn. Thật mệt mỏi.",4,Personality disorder,0.9996216,
"Tôi sẽ cam kết thiết lập ranh giới rõ ràng về thời gian sở thích của mình đồng thời thông cảm với bản thân nếu mọi việc không luôn diễn ra như kế hoạch. Tôi sẽ nhắc nhở bản thân rằng việc ưu tiên hạnh phúc của mình là điều bình thường và khi làm như vậy, tôi sẽ không lơ là trách nhiệm của mình. Tôi sẽ tìm kiếm sự hỗ trợ từ những người thân yêu và liên hệ với những người cùng đam mê sở thích này để tạo ra một cộng đồng thúc đẩy sự phát triển và cân bằng.",1,Bipolar,0.9598446,
Tôi chưa trực tiếp bày tỏ điều này ảnh hưởng đến tôi như thế nào vì tôi sợ sẽ gây thêm căng thẳng cho tình hình vốn đã mong manh. Tôi lo lắng rằng việc nêu lên cảm xúc của bản thân có thể khiến xung đột trở nên tầm thường hoặc trầm trọng hơn. Nhưng có lẽ việc né tránh cuộc trò chuyện chỉ khiến mọi việc trở nên tồi tệ hơn.,4,Personality disorder,0.9901036,
Tôi nghĩ họ đã khiến tôi không ngừng tìm kiếm sự xác nhận từ người khác và dựa vào các nguồn bên ngoài để cảm thấy hài lòng về bản thân. Giống như tôi luôn tìm kiếm sự chấp thuận và đấu tranh để tìm thấy nó ở bên trong.,4,Personality disorder,0.9803305,
"Tôi đã cố gắng nhưng đôi khi tôi cảm thấy có lỗi vì đã đau buồn quá lâu. Tôi lo lắng rằng mình là gánh nặng cho người ấy vì tôi không hiện diện trọn vẹn trong mối quan hệ của chúng tôi. Tôi muốn ở đó vì họ, nhưng nỗi đau buồn đè nặng tôi.",2,Depression,0.43353692,
Tôi cảm thấy rất căng thẳng và choáng ngợp. Cuộc sống của tôi như đang vượt khỏi tầm kiểm soát vậy.,5,Stress,0.99649304,
Cảm ơn. Tôi sẽ không ngần ngại liên hệ nếu tôi cần sự hướng dẫn của bạn lần nữa. Sự giúp đỡ của bạn đã thực sự có tác động tích cực đến quá trình chữa bệnh của tôi. Tôi rất hào hứng với tương lai và những khả năng mới ở phía trước.,1,Bipolar,0.99691975,
Tôi nghĩ nó giúp tôi thấy rằng mình có khả năng và xứng đáng thành công. Đôi khi thật khó để nhắc nhở bản thân về điều đó.,4,Personality disorder,0.9943605,
"One step I can take is to prioritize self-care and make time for activities that bring me joy and fulfillment. This could include pursuing hobbies or interests, practicing mindfulness or meditation, and fostering connections with friends and family who uplift me. Additionally, I can explore joining social groups or communities where I can meet like-minded individuals and potentially build new connections.",0,Anxiety,0.6683516,
Tôi đã không nghĩ về nó theo cách đó. Tôi đoán là tôi đã quá tập trung vào việc tìm kiếm sự tha thứ từ bên ngoài mà quên mất rằng tôi cũng cần phải tha thứ cho chính mình.,4,Personality disorder,0.99895096,
  I'm having trouble with my eating habits. I can't seem to stop overeating and it's affecting my health. ,5,Stress,0.9374307,
Cảm ơn bạn rất nhiều. Tôi đánh giá cao cách tiếp cận tốt bụng và đồng cảm của bạn. Bây giờ tôi cảm thấy lạc quan hơn về việc giải quyết mâu thuẫn với bạn bè.,4,Personality disorder,0.6768456,
I don't know what to say. I have never really known who I am.,5,Stress,0.9975579,
"Thành thật mà nói, tôi thậm chí không thể nhớ điều gì đã mang lại cho tôi niềm vui nữa. Cảm giác như một kỷ niệm xa xăm. Tôi đã từng vẽ, viết và đi bộ rất lâu nhưng giờ đây tất cả đều cảm thấy vô nghĩa. Dường như không có gì mang lại cho tôi sự thoải mái.",2,Depression,0.942744,
Bạn nói đúng. Chăm sóc bản thân là điều quan trọng trong những lúc như thế này. Tôi sẽ đảm bảo tập trung vào việc chăm sóc bản thân và thu thập suy nghĩ của mình trước khi giải quyết vấn đề này với đối tác của mình. Cảm ơn bạn đã luôn cung cấp cho tôi những hướng dẫn có giá trị.,5,Stress,0.99432594,
Có lẽ tôi có thể thử mở lòng với em gái mình. Cô ấy luôn ủng hộ tôi và tôi nghĩ cô ấy sẽ hiểu.,1,Bipolar,0.9307314,
"Này , tôi hy vọng hôm nay bạn làm tốt. Tôi muốn nói về điều gì đó khiến tôi bận tâm gần đây. Tôi cảm thấy thực sự mất tập trung và tôi nghĩ điều đó gây ra sự bất an trong tôi.",2,Depression,0.9889352,
"Tôi thực sự buồn về vấn đề tài chính của mình. Có vẻ như bất kể tôi làm gì, tôi luôn phải vật lộn để kiếm sống.",2,Depression,0.9574445,
"Hmm, thành thật mà nói, gần đây tôi không ưu tiên việc chăm sóc bản thân. Tôi đã quá tập trung vào công việc và có cảm giác như luôn có điều gì đó khẩn cấp đòi hỏi tôi phải chú ý. Nhưng bạn nói đúng, dành thời gian cho bản thân thực sự có thể tạo nên sự khác biệt. Bạn đề xuất loại thực hành tự chăm sóc nào?",2,Depression,0.9989932,
Generate a list of countries and their respective flags.?,4,Personality disorder,0.52769536,
"Xin chào , gần đây tôi cảm thấy thực sự lo lắng về kỹ năng nuôi dạy con cái của mình.",0,Anxiety,0.59539056,
"Cảm ơn. Tôi đánh giá cao lời khuyên của bạn. Thật an ủi khi biết rằng tôi có thể thực hiện các bước để cải thiện tình hình của mình. Tuy nhiên, tôi vẫn lo ngại rằng việc cắt đứt quan hệ với người này có thể khiến nhóm bạn chung của chúng tôi thêm căng thẳng. Tôi không muốn mất đi những tình bạn khác vì mâu thuẫn này.",0,Anxiety,0.37951246,
"Tôi chưa thực sự nghĩ về nó cho đến bây giờ. Tôi đoán là tôi chỉ cho rằng đó là việc mà tôi có thể tự mình giải quyết được. Nhưng bây giờ bạn đề cập đến nó, có lẽ đã đến lúc tìm kiếm sự giúp đỡ. Tôi không muốn những thói quen không lành mạnh này hoàn toàn tiêu diệt tôi.",2,Depression,0.5560699,
Đó là một điểm hợp lệ. Tôi thường ngại lên tiếng về cảm giác choáng ngợp vì tôi lo lắng đó có thể bị coi là điểm yếu hoặc không có khả năng xử lý công việc. Nhưng bây giờ tôi thấy việc truyền đạt nhu cầu của mình quan trọng như thế nào.,4,Personality disorder,0.9996518,
Cảm ơn. Tôi chắc chắn sẽ ghi nhớ những gợi ý đó. Bây giờ tôi cảm thấy lạc quan hơn về tương lai. Tôi rất biết ơn cuộc trò chuyện này và sự hướng dẫn của bạn.,4,Personality disorder,0.8867142,
"Một điều tôi muốn đạt được là cải thiện khả năng giao tiếp. Có cảm giác như chúng ta luôn thận trọng khi giải quyết các vấn đề, ngại đối đầu trực tiếp với chúng. Tôi cũng hy vọng rằng liệu pháp trị liệu có thể giúp chúng ta xây dựng lại niềm tin và nối lại tình cảm thân mật mà chúng ta từng có. Nói chung, tôi chỉ muốn chúng ta tìm đường trở về nơi yêu thương và thấu hiểu.",4,Personality disorder,0.9997733,
Tạo một cuộc đối thoại giữa hai người thảo luận về một bài báo quốc tế gần đây.,3,Normal,0.99991894,
"Thành thật mà nói, nó mang lại một tia hy vọng. Ý nghĩ đắm mình vào việc chụp lại thế giới qua ống kính của mình mang lại cảm giác êm dịu và có khả năng bổ ích. Nó có thể giúp tôi tìm thấy mục đích mới, ngay cả khi đang buồn bã.",2,Depression,0.99929214,
"Thank you. I appreciate your support. One thing I'd like to explore further is managing the waves of grief that come and go unexpectedly. Sometimes, it feels like I'm drowning in sadness, and other times, I'm carried away by beautiful memories. I'd like to find a way to stabilize those emotions.",2,Depression,0.98541576,
"Tuyệt đối! Tôi cũng đã bắt đầu kết hợp tập thể dục vào thói quen của mình. Tôi từng nghĩ tập thể dục là một việc vặt, nhưng tôi đã khám phá ra những hoạt động mà tôi thực sự yêu thích, như khiêu vũ và đi bộ đường dài. Nó không chỉ khiến tôi cảm thấy mạnh mẽ và tự tin hơn mà còn mang lại cảm giác phiêu lưu cho cuộc sống.",5,Stress,0.999793,
Tôi nghĩ bước đầu tiên sẽ là tìm cách khiến anh ấy thừa nhận những thách thức mà chúng tôi đang phải đối mặt. Việc mở rộng đường dây liên lạc có thể giúp chúng ta bắt đầu xây dựng lại kết nối của mình.,4,Personality disorder,0.7719567,
"Chà, trước khi đau lòng, tôi cảm thấy như mình đã có tầm nhìn rõ ràng về những gì mình muốn đạt được. Tôi tự tin vào khả năng của mình và có ý thức mạnh mẽ về mục đích. Nhưng bây giờ, tất cả những điều đó dường như đã tan vỡ. Tôi tự hỏi liệu mình có tìm lại được hạnh phúc hay không chứ đừng nói đến việc hoàn thành mục tiêu của mình.",2,Depression,0.99756086,
Có lẽ tôi có thể bắt đầu bằng việc lên tiếng và ủng hộ bản thân tại nơi làm việc. Điều quan trọng là phải bày tỏ nhu cầu và hạn chế của mình thay vì luôn hy sinh sức khỏe của mình để hoàn thành nhiệm vụ. Và có lẽ tôi cũng có thể khám phá những con đường sự nghiệp thay thế phù hợp hơn với niềm đam mê của mình.,1,Bipolar,0.5460749,
"Ngồi giữa thiên nhiên và ngắm hoàng hôn mang lại cho tôi sự bình yên. Chính trong những khoảnh khắc đó, tôi có thể sống mà không có bất kỳ áp lực hay kỳ vọng nào. Nó làm tôi cảm thấy bình yên sâu sắc.",2,Depression,0.48000348,
Đó là một ý tưởng hay. Ở trong một nhóm hỗ trợ gồm những cá nhân có thể đồng cảm với những khó khăn của tôi sẽ khiến tôi cảm thấy bớt cô đơn hơn. Nó thậm chí có thể mang lại trách nhiệm và động lực để tôi tiếp tục quá trình hồi phục.,1,Bipolar,0.9998703,
"Tôi cảm thấy kiệt sức và thất bại. Giống như dù tôi có cố gắng thế nào đi chăng nữa, tôi cũng không bao giờ có thể bắt kịp. Tôi lo lắng rằng mình không đủ giỏi hoặc không có khả năng xử lý mức độ căng thẳng này.",5,Stress,0.9996063,
Đó là sự pha trộn giữa hạnh phúc và lo lắng. Tôi rất vui khi cô ấy đồng ý nhưng cũng hơi lo lắng không biết cuộc trò chuyện sẽ diễn ra như thế nào. Tôi thực sự muốn tạo ấn tượng tốt.,4,Personality disorder,0.9986375,
"Cảm ơn. Trong tương lai, mục tiêu chính của tôi là tiếp tục khám phá bản thân và phát triển cá nhân. Tôi muốn xây dựng một cuộc sống phù hợp với con người thật của mình và bao quanh tôi bằng những mối quan hệ hỗ trợ và nuôi dưỡng. Tôi cũng mong muốn nuôi dưỡng cảm giác bình yên và mãn nguyện bên trong.",1,Bipolar,0.7043525,
"Absolutely. In my exploration, I've come across inspiring individuals who have embraced their sexual identity despite societal pressures. Listening to their experiences and reading their stories has been incredibly motivating. Additionally, motivational books and podcasts centered around self-acceptance have been instrumental in boosting my confidence.",0,Anxiety,0.7680688,
Gần đây tôi cảm thấy cô đơn quá. Có vẻ như tôi không thể kiểm soát được xung đột gia đình mình.,5,Stress,0.4073204,
Explain why the news media is so powerful.?,3,Normal,0.38869876,
"Chắc chắn rồi. Tôi muốn tập trung vào việc lắng nghe tích cực. Tôi muốn thực sự hiểu người khác bằng cách dành cho họ sự quan tâm đầy đủ và phản hồi một cách đồng cảm. Tôi cũng muốn thực hành bày tỏ nhu cầu và cảm xúc của mình một cách quyết đoán, đồng thời nuôi dưỡng một không gian an toàn để giao tiếp cởi mở và trung thực.",4,Personality disorder,0.97784775,
Tôi chưa nghĩ về điều đó. Có lẽ đã đến lúc phải có một cuộc trò chuyện chân tình và xem liệu chúng ta có thể giải quyết được những vấn đề này hay không. Tôi muốn tin rằng mọi thứ có thể trở nên tốt hơn.,5,Stress,0.7127758,
Tôi thực sự ngạc nhiên vì gần đây tôi cảm thấy quá choáng ngợp và sợ hãi. Tất cả là do áp lực công việc.,0,Anxiety,0.9621541,
"I'll try to muster up the courage. It's just hard knowing how they might react, but I believe that our friendship is strong enough to weather even difficult conversations.",4,Personality disorder,0.97738874,
"Well, I finally realized that addiction was holding me back from experiencing the fullness of life. I became tired of constantly chasing the next high and neglecting the things that truly matter – like my relationships and my own well-being. I want to break free from this cycle and rediscover the person I used to be.",6,Suicidal,0.9773886,
Propose a data model for storing a large amount of user information.?,3,Normal,0.98412216,
Bạn nói đúng. Đã đến lúc ưu tiên sức khỏe của tôi. Tôi cảm thấy nhẹ nhõm và được tiếp thêm sức mạnh chỉ bằng cách xem xét con đường này. Tôi sẽ lên lịch một cuộc họp với người giám sát của mình để thảo luận về khối lượng công việc của mình và cùng nhau khám phá các giải pháp tiềm năng.,5,Stress,0.9795368,
I believe it's a combination of feeling guilty for taking time for myself and feeling like I have too much on my plate. I tend to put others' needs before my own and prioritize work over my well-being. It's hard to break away from that mindset and give myself permission to prioritize self-care.,6,Suicidal,0.70072556,
"Chà, gần đây, đối tác của tôi dành nhiều thời gian với bạn bè của họ và mỗi khi họ về nhà, tôi không khỏi cảm thấy bất an và ghen tị. Giống như tôi sợ mất họ vậy.",0,Anxiety,0.9996555,
It sounds manageable. Taking small steps feels less overwhelming than diving headfirst into the unknown. I appreciate your guidance and support through this.,0,Anxiety,0.29825932,
"I hope that they will listen and understand my perspective. I want them to know that I value our friendship and that their actions have hurt me. Hopefully, we can find a way to work things out and restore our connection.",5,Stress,0.81395775,
Làm thế nào bạn có thể phân biệt virus với vi khuẩn?,3,Normal,0.7608605,
"Vâng tôi có. Tôi đã nói chuyện với người giám sát của mình và giải thích khối lượng công việc tăng lên đang ảnh hưởng đến tôi như thế nào. Chúng tôi đã trò chuyện và mặc dù họ hiểu nhưng họ không đưa ra bất kỳ giải pháp tức thời nào. Họ gợi ý rằng tôi nên ưu tiên các nhiệm vụ và liên hệ để được trợ giúp khi cần, nhưng tôi vẫn cảm thấy phải tự mình quản lý rất nhiều việc.",5,Stress,0.7750594,
"Tôi muốn tin điều đó. Trong sâu thẳm, tôi muốn tìm lại hy vọng và hạnh phúc. Nhưng có một phần trong tôi cảm thấy điều đó là không thể, giống như tôi đang cam chịu cuộc sống tăm tối. Tôi đoán là tôi chỉ sợ thất vọng nếu việc tìm kiếm sự giúp đỡ không mang lại cảm giác nhẹ nhõm mà tôi khao khát. Nếu tôi không thể được giúp đỡ thì sao?",2,Depression,0.8718426,
Tôi đánh giá cao sự hỗ trợ của bạn. Thật an ủi khi biết rằng tôi không đơn độc trong việc này. Tôi nghĩ tôi sẽ liên hệ với một cố vấn nghề nghiệp và xem liệu họ có thể đưa ra một số hướng dẫn hay không.,1,Bipolar,0.99839324,
Cảm ơn. Lời nói của bạn có ý nghĩa rất lớn đối với tôi. Tôi sẽ nghiêm túc xem xét việc tìm một chuyên gia có thể hướng dẫn tôi trong quá trình này.,4,Personality disorder,0.48332623,
"*deep breath* Okay, I'm trying. It's hard, but I can feel a slight sense of relief.",3,Normal,0.38285565,
List some common kitchen tools.?,2,Depression,0.35537246,
Nghiên cứu một ca sĩ nổi tiếng và viết tiểu sử không quá 100 từ.,3,Normal,0.99274033,
"Tôi nghĩ một phần trong tôi sợ phải buông tay. Dù đau lòng nhưng tôi vẫn nuôi hy vọng rằng mọi chuyện sẽ trở lại như cũ. Điều đó thật mâu thuẫn vì trong sâu thẳm, tôi biết nó không tốt cho sức khỏe của mình.",0,Anxiety,0.97204065,
Giải thích sự khác biệt giữa truyền thông đại chúng và truyền thông trực tiếp.,3,Normal,0.99981993,
"Nó làm tăng thêm nỗi buồn và đau buồn của tôi. Giống như cảm xúc của tôi bị gạt bỏ, và nó khiến tôi cảm thấy mình vô hình và không được nghe thấy. Tôi cảm thấy bế tắc và không biết làm cách nào để giúp đỡ gia đình mình.",5,Stress,0.383222,
"Tôi sẽ cố gắng hết sức để hình dung ra một tương lai tươi sáng, nhưng hiện tại, tôi cảm thấy nó thật xa vời. Trong thâm tâm, tôi biết rằng việc chữa lành cần có thời gian, nhưng thật khó để không cảm thấy mắc kẹt trong khoảnh khắc buồn bã và bối rối này.",2,Depression,0.8545043,
"Tôi đã nghĩ về điều đó, nhưng một phần trong tôi cảm thấy mình có thể tự mình giải quyết được việc này. Tôi không muốn tạo gánh nặng cho người khác bằng nỗi đau của mình và tôi sợ bị đánh giá vì không thể bước tiếp.",4,Personality disorder,0.9961824,
Nó khiến tôi nghi ngờ khả năng của chính mình và làm giảm giá trị thành tích của chính tôi. Có vẻ như tôi chưa bao giờ đủ tốt.,2,Depression,0.9525379,
Bây giờ bạn nhắc đến thì tôi đã phải chịu rất nhiều áp lực trong công việc. Khối lượng công việc ngày càng tăng và tôi thường thấy mình cảm thấy quá tải.,5,Stress,0.9915542,
I will. Thank you for your guidance and support. I'm feeling hopeful that this could really make a difference for us.,5,Stress,0.9835622,
"Tôi tưởng tượng mình sẽ cảm thấy thỏa mãn hơn, có những mối quan hệ lành mạnh hơn và có thể theo đuổi đam mê của mình mà không bị nghiện ngập liên tục.",2,Depression,0.7130038,
"Chà, tôi đã cố gắng duy trì hoạt động và kết nối với những người bạn luôn ủng hộ tôi. Tôi cũng bắt đầu khám phá những sở thích mới và cố gắng khám phá lại con người thật của mình. Nhưng đôi khi, tôi vẫn thấy mình bị choáng ngợp bởi nỗi buồn và sự nghi ngờ.",2,Depression,0.9898254,
"Chà, gần đây tôi đã suy nghĩ rất nhiều về việc tôi có xu hướng chỉ trích bản thân vì chưa đạt được thành tích cao. Có cảm giác như tôi liên tục rơi vào vòng lặp so sánh bản thân với người khác và tìm ra lỗi trong thành tích của mình. Nó đang cạn kiệt và tôi muốn dừng nó lại.",2,Depression,0.997849,
"Vâng, làm ơn. Tôi sẵn sàng thử bất cứ điều gì vào thời điểm này. Tôi thực sự muốn khỏe lại và tìm lại hy vọng.",6,Suicidal,0.9983708,
Khó lắm. Tôi từng bị tổn thương trong quá khứ nên khó cởi mở và dễ bị tổn thương với người mới.,3,Normal,0.9921138,
Nó khiến tôi cảm thấy hy vọng và phấn khích. Tôi thực sự tin rằng việc dành thời gian cho nỗ lực nghệ thuật của mình không chỉ giúp tôi chống lại những bất an mà còn tạo ra cảm giác thỏa mãn và vén lên bức màn cô đơn.,1,Bipolar,0.9506981,
  I'm struggling with grief after the loss of a loved one. ,5,Stress,0.52819246,
"Trong các mối quan hệ cá nhân lý tưởng của tôi, sẽ có sự giao tiếp cởi mở và trung thực. Cốt lõi là sự tôn trọng và hỗ trợ lẫn nhau và tôi sẽ không phải sợ thể hiện bản thân hay đặt ra ranh giới. Tôi muốn cảm thấy được nhìn nhận và có giá trị, đồng thời có thể đáp lại điều đó cho những người khác.",4,Personality disorder,0.99987304,
"I just can't seem to find peace in my heart. It's like a constant battle, a never-ending struggle. And to make matters worse, I feel like I'm addicted to this pain.",6,Suicidal,0.92739564,
"Chắc chắn rồi. Thông qua các cuộc trò chuyện của chúng tôi, tôi đã học được tầm quan trọng của việc tự chăm sóc bản thân và lòng trắc ẩn. Họ đã nhắc nhở tôi rằng việc chữa lành cần có thời gian và bạn có thể lùi lại một bước và ưu tiên cho sức khỏe của mình. Họ khuyến khích tôi tham gia vào các hoạt động mang lại cho tôi niềm vui, khám phá niềm đam mê của mình và tự suy ngẫm. Đó là một trải nghiệm mang tính biến đổi đã cho phép tôi trưởng thành.",4,Personality disorder,0.93621624,
Bây giờ tôi nhận ra rằng mình đã đánh giá thấp sức mạnh của sự hợp tác. Tôi cảm thấy khá nhẹ nhõm khi nghĩ đến việc nói chuyện với một đồng nghiệp đáng tin cậy. Tôi nghĩ sẽ rất hữu ích nếu có được một góc nhìn khác và học hỏi từ kinh nghiệm của họ. Tôi sẽ liên lạc với họ và sắp xếp một cuộc gặp.,4,Personality disorder,0.9938473,
Đó là một cuộc đấu tranh không ngừng nghỉ. Những công việc đơn giản như ra khỏi giường hay hoàn thành công việc nhà đã trở nên vô cùng mệt mỏi. Tôi cảm thấy như mình đang liên tục làm những người thân yêu của mình thất vọng vì tôi không còn đủ năng lượng và khả năng để tham gia vào những hoạt động mà chúng tôi từng cùng nhau tận hưởng. Nó cô lập và khiến tôi cảm thấy như một gánh nặng.,5,Stress,0.9969228,
"Chà, giờ bạn nhắc đến chuyện đó, tôi nhớ hồi trung học tôi không được chọn vào chương trình xếp lớp nâng cao. Nó giống như một đòn giáng mạnh vào sự tự tin của tôi và tôi bắt đầu nghi ngờ về tiềm năng của mình. Kể từ đó, tôi luôn mang trong mình nỗi sợ mình không đủ giỏi, đặc biệt là trong sự nghiệp.",4,Personality disorder,0.99632996,
"Một khía cạnh quan trọng khác trong tương lai là tập trung vào việc tự chăm sóc bản thân. Bằng cách ưu tiên cho hạnh phúc của bản thân, tôi có thể chứng minh cho đối tác của mình thấy rằng tôi cam kết hướng tới một cuộc sống khỏe mạnh và trọn vẹn hơn. Sự thay đổi tư duy này cuối cùng có thể mang lại lợi ích cho cả tôi và cuộc hôn nhân của chúng tôi. Tôi hiểu rằng hành trình hồi phục của tôi sẽ còn tiếp tục, nhưng tôi sẵn sàng đối mặt với thử thách bằng sức mạnh và sự quyết tâm.",1,Bipolar,0.77218395,
"Cảm ơn bạn! Tôi đánh giá cao sự hướng dẫn và niềm tin của bạn vào tôi. Tôi nghĩ rằng điều này bao gồm tất cả mọi thứ bây giờ. Tôi sẽ bắt đầu cuộc trò chuyện và xem nó diễn ra như thế nào. Nếu tôi cần hỗ trợ thêm, tôi chắc chắn sẽ liên hệ.",4,Personality disorder,0.51243335,
"I've been reflecting a lot on the pain I've been carrying from my past relationship. I realized that holding onto this heartbreak was preventing me from moving forward and finding true happiness. So, I made a conscious decision to let go and start focusing on myself.",6,Suicidal,0.99570036,
"
Đưa ra một danh sách các hoạt động, hãy lập lịch trình để hoàn thành các hoạt động đó trong vòng một ngày.: 

Thức dậy, Nấu ăn, Đọc sách, Ngủ
",5,Stress,0.98038703,
"Tôi cảm thấy tội lỗi về việc chia tay. Cô ấy luôn ở đó vì tôi, và bây giờ mọi thứ đều giống như lỗi của tôi.",5,Stress,0.42609313,
"À, có lần tôi phát hiện ra người yêu cũ đã lừa dối tôi suốt nhiều tháng trời. Đó là một cú sốc hoàn toàn và nó làm tan vỡ niềm tin của tôi. Kể từ đó, tôi luôn có nỗi sợ hãi dai dẳng rằng lịch sử sẽ lặp lại. Tôi cảm thấy khó có thể tin tưởng hoàn toàn vào ai đó và luôn tự hỏi liệu họ có thành thật với mình hay không.",5,Stress,0.8986411,
"Này , tôi hy vọng bạn vẫn ổn. Gần đây tôi cảm thấy cực kỳ căng thẳng và tôi nghĩ nguyên nhân chủ yếu là do chứng nghiện mà tôi đang phải vật lộn.",2,Depression,0.764982,
I fear getting hurt again.,3,Normal,0.9998982,
"Chắc chắn rồi! Bên cạnh việc tiếp tục cải thiện kỹ năng âm nhạc của mình, tôi còn có kế hoạch kết nối với các nhạc sĩ khác, tìm kiếm sự hướng dẫn và khám phá các cơ hội tiếp xúc thông qua mạng xã hội và các nền tảng trực tuyến. Tôi cũng đang cân nhắc việc thu âm một EP để giới thiệu các bài hát gốc của mình.",3,Normal,0.9940785,
"
Tìm lỗi chính tả trong câu.: 

Tôi thích đi biển vào mùa hè năm ngoái
",4,Personality disorder,0.51327515,
Tôi cũng đang gặp khó khăn với các mối quan hệ của mình. Có cảm giác như tôi không thể duy trì mối quan hệ lành mạnh với người khác và điều đó khiến tôi tự hỏi liệu mình có vấn đề gì không.,4,Personality disorder,0.995981,
