statement,predicted_label_id,predicted_status,confidence
"Tôi đã cố gắng, nhưng nó luôn gặp phải sự phòng thủ và phủ nhận. Họ dường như không muốn thừa nhận nỗi đau mà họ đã gây ra. Điều đó thật chán nản và càng làm tăng thêm cảm giác bị bỏ rơi, ngay cả ở tuổi trưởng thành.",3,Normal,0.17236285
Tôi đánh giá cao sự hướng dẫn về cách thiết lập ranh giới lành mạnh trong các mối quan hệ của mình cũng như các chiến lược để giao tiếp hiệu quả. Tôi muốn đảm bảo rằng tôi có thể bày tỏ nhu cầu và mối quan tâm của mình một cách cởi mở đồng thời tôn trọng ranh giới của người khác.,4,Personality disorder,0.17646994
"Chà, trước hết, thói quen ngủ của tôi đã trở nên thất thường. Tôi không thể ngủ được hoặc liên tục thức giấc suốt đêm. Tôi thức dậy với cảm giác mệt mỏi, thiếu động lực và điều đó ảnh hưởng đến khả năng tập trung và hoạt động của tôi. Ngoài ra, cảm giác thèm ăn của tôi bị ảnh hưởng và tôi sụt cân đáng kể.",1,Bipolar,0.18652141
"Tôi chưa nghĩ đến việc tìm kiếm sự hỗ trợ, nhưng nó có ý nghĩa. Có một không gian an toàn nơi tôi có thể thực hành khả năng dễ bị tổn thương và nhận được sự thấu hiểu chắc chắn sẽ hữu ích. Tôi cho rằng đã đến lúc tôi phải thực hiện bước nhảy vọt đó và bắt đầu tìm kiếm các nguồn lực có thể hỗ trợ tôi trong hành trình hướng tới khả năng giao tiếp tốt hơn.",5,Stress,0.1916528
I'm worried about the unknown. What if I fail? What if I can't handle the pressure? These thoughts keep holding me back.,1,Bipolar,0.17646861
"It's like I let this friendship down, like I wasn't good enough to maintain it. I keep replaying all the things I said and did, wondering if I could have done something differently.",1,Bipolar,0.18674512
"Tôi đã cố gắng thiết lập ranh giới, nhưng đôi khi tôi cảm thấy mọi áp lực đều vượt quá sức chịu đựng. Tôi cảm thấy tội lỗi nếu nghỉ giải lao vì luôn có giọng nói trong đầu nói với tôi rằng tôi nên làm việc chăm chỉ hơn nữa. Đó là một vòng luẩn quẩn.",2,Depression,0.18794349
"
Đưa ra một tập hợp các câu trả lời khảo sát, hãy xác định câu trả lời trung bình cho mỗi câu hỏi.: 

1. Bạn có hài lòng với dịch vụ này không? * Rất hài lòng * Hài lòng * Bình thường * Không hài lòng * Rất không hài lòng 2. Khả năng bạn giới thiệu dịch vụ cho bạn bè như thế nào? * Rất có khả năng * Có khả năng xảy ra * Trung lập * Hơi khó xảy ra * Rất khó xảy ra
",5,Stress,0.18395805
"
Thêm một cụm từ chuyển tiếp thích hợp để làm cho câu trôi chảy.: 

Nhà tôi tuy nhỏ nhưng ấm cúng
",0,Anxiety,0.18956862
"I did try to talk to them, but they were distant and unresponsive. It's as if they've already moved on while I'm still struggling to come to terms with the breakup.",1,Bipolar,0.20811665
Điều đó làm cho rất nhiều ý nghĩa. Tôi đoán tôi cần phải bắt đầu coi trọng ý kiến ​​​​của riêng mình hơn là tìm kiếm sự xác nhận từ người khác.,6,Suicidal,0.16379483
Tôi không thể diễn tả được tôi cảm thấy nhẹ nhõm thế nào! Ước mơ của tôi cuối cùng đã thành hiện thực. Bạn trai tôi đã cầu hôn tôi tối qua và tôi rất vui mừng!,0,Anxiety,0.16373533
"Tôi chưa bao giờ cân nhắc việc trị liệu trước đây, nhưng có lẽ đã đến lúc. Tôi muốn cảm thấy tốt hơn về bản thân và có những mối quan hệ lành mạnh hơn.",4,Personality disorder,0.18384452
"Chắc chắn rồi. Bất cứ khi nào tôi ở trong một tình huống xã hội khiến tôi lo lắng, tôi bắt đầu cảm thấy tim mình đập nhanh, tay run rẩy và thậm chí hơi thở của tôi cũng trở nên nông. Giống như cơ thể tôi đang phản ứng với sự lo lắng theo một cách rất thể chất, và nó làm tăng thêm sự khó chịu tổng thể của tôi.",5,Stress,0.20115015
"Này , tôi hy vọng bạn vẫn ổn! Tôi muốn nói về điều gì đó mà tôi đang nghĩ gần đây. Tôi cảm thấy hơi bất an kể từ khi chia tay và tôi không biết phải giải quyết nó như thế nào. Nó đã ảnh hưởng đến sức khỏe và hạnh phúc tổng thể của tôi.",3,Normal,0.19521813
Có vẻ như mọi người đều tập trung hơn vào ý kiến ​​của riêng mình và được lắng nghe hơn là thực sự hiểu nhau. Có cảm giác như những cuộc đối thoại chân thành đang trở nên hiếm hoi.,5,Stress,0.19053476
"Xin chào , tôi hy vọng bạn vẫn ổn. Tôi muốn liên hệ vì gần đây tôi cảm thấy sợ hãi và choáng ngợp trước tất cả những lời chỉ trích ở nơi làm việc. Dường như dù có làm gì thì tôi cũng không thể thoát khỏi áp lực và tiêu cực. Tôi chỉ không chắc chắn làm thế nào để xử lý nó.",6,Suicidal,0.1734575
"Chắc chắn rồi. Một chiến lược mà tôi thấy hữu ích là bao quanh bản thân mình với một cộng đồng hỗ trợ gồm các nhà văn. Chia sẻ công việc của chúng tôi, cung cấp phản hồi và khuyến khích lẫn nhau sẽ tạo ra một môi trường an toàn và nuôi dưỡng. Ngoài ra, việc đặt ra những mục tiêu nhỏ có thể đạt được và tạo thói quen viết lách giúp tôi giữ tính kỷ luật và tận tâm. Tôi cũng nhắc nhở bản thân chấp nhận sự tổn thương và không sợ sự không hoàn hảo.",0,Anxiety,0.17627259
Tôi hy vọng nó giúp tôi cảm thấy thoải mái hơn và ít bị ảnh hưởng bởi những mâu thuẫn trong gia đình. Có thể hướng cảm xúc của mình vào một điều gì đó sáng tạo có thể mang lại cảm giác giải tỏa rất cần thiết và cảm giác kiểm soát.,3,Normal,0.1760955
"Chà, một điều tôi nhận thấy là tôi có xu hướng thu hút những đối tác không có cảm xúc. Nó giống như một vòng luẩn quẩn mà tôi cống hiến hết mình và nhận lại rất ít. Tôi tự hỏi liệu có điều gì ở tôi khiến tôi vô tình tìm kiếm những kiểu người này.",5,Stress,0.19706257
"Gần đây tôi cảm thấy rất sợ hãi. Áp lực tại nơi làm việc đang đè nặng lên tôi và nó ảnh hưởng đến sức khỏe tổng thể của tôi. Tôi muốn thành công, nhưng sự căng thẳng liên tục này quá sức chịu đựng.",5,Stress,0.1849069
"I feel a glimmer of hope, like maybe there's a way out of this constant self-criticism. It's going to take some work, but I'm willing to give it a try. Thank you for your guidance.",3,Normal,0.19465333
"Thành thật mà nói, tôi chưa thực sự suy nghĩ nhiều về nó. Tôi đã quá mệt mỏi với nỗi buồn của mình đến nỗi việc tìm kiếm một sở thích mới không còn là ưu tiên hàng đầu. Nhưng có lẽ việc khám phá điều gì đó mới mẻ có thể giúp tôi chuyển sự tập trung và tìm lại niềm vui.",5,Stress,0.19235766
Tôi tin rằng đó là nỗi sợ bị phán xét của tôi. Điều gì sẽ xảy ra nếu tranh của tôi không đủ đẹp hoặc nếu người khác không hiểu được tầm nhìn nghệ thuật của tôi? Ý nghĩ bị chỉ trích và từ chối đôi khi khiến bạn cảm thấy choáng ngợp.,4,Personality disorder,0.19263516
"Well, for instance, I recently started dating someone new, and I constantly worry if I'm making the right choices in that relationship. Should I say this? Should I do that? It's like I second-guess everything, and it's exhausting.",0,Anxiety,0.23226559
"Này , tôi hy vọng bạn vẫn ổn. Gần đây tôi cảm thấy thực sự căng thẳng và tôi muốn nói về điều đó. Nó liên quan đến bạn trai của tôi.",2,Depression,0.22801879
"Yeah, I have. I've been to several doctors and specialists, but they haven't been able to provide a clear diagnosis. It's left me feeling even more helpless and sad.",0,Anxiety,0.17269896
"Nó gây được tiếng vang sâu sắc. Tôi tin vào sức mạnh của sự tổn thương và sự chia sẻ những vết sẹo của chúng ta. Tôi muốn cuốn sách của mình là minh chứng cho sự chiến thắng của tinh thần con người. Thông qua hành trình của riêng tôi, những người khác có thể tìm thấy niềm an ủi và cảm hứng để theo đuổi ước mơ của họ, bất kể họ có thể gặp phải những trở ngại nào.",5,Stress,0.18328704
"À, bây giờ bạn nhắc đến chuyện đó, tôi khó ngủ. Tâm trí tôi chạy đua với những suy nghĩ về những gì đã xảy ra và thật khó để tìm thấy sự bình yên vào ban đêm. Tôi thường thức dậy với cảm giác kiệt sức hơn cả khi đi ngủ. Cứ như thể nỗi đau lòng theo tôi ngay cả trong giấc mơ, cướp đi phần còn lại mà tôi vô cùng cần.",3,Normal,0.19342676
"Cảm ơn vì những lời tốt đẹp của bạn. Tôi đánh giá cao sự hỗ trợ tiếp tục của bạn. Đến bây giờ, tôi cảm thấy mình đang đi đúng hướng. Tuy nhiên, tôi tò mò muốn tìm hiểu thêm về cách thiết lập những ranh giới lành mạnh và xây dựng lại niềm tin trong các mối quan hệ trong tương lai. Bạn có lời khuyên hoặc hiểu biết nào trong các lĩnh vực này không?",1,Bipolar,0.18187164
"Thành thật mà nói, tôi chưa thực sự nghĩ về điều đó. Nhưng có lẽ việc nói chuyện với một chuyên gia có thể mang lại một góc nhìn mới mẻ và giúp tôi vượt qua thời điểm khó khăn này.",4,Personality disorder,0.20915821
"Tôi đã trải qua các giai đoạn tắt và rút tiền. Đôi khi tôi bực bội bộc phát, nhưng hầu hết thời gian, tôi chỉ chôn vùi cảm xúc của mình vào sâu bên trong. Tôi không muốn làm cô ấy thất vọng, nhưng tôi cảm thấy không thể đáp ứng được tiêu chuẩn của cô ấy.",5,Stress,0.21198244
"
Viết lại câu sau để biến nó thành phép ẩn dụ.: 

Cô gái giống như một bông hoa.
",0,Anxiety,0.18712679
Giống như tôi đang liên tục tự vấn bản thân vậy. Tôi bắt đầu nghi ngờ quan điểm và niềm tin của chính mình vì chúng dường như luôn mâu thuẫn với bạn bè tôi. Nó làm tôi tự hỏi liệu có điều gì không ổn xảy ra với tôi không. Có lẽ tôi không đủ giỏi hoặc không đủ thông minh để có những suy nghĩ có giá trị.,4,Personality disorder,0.20862775
Cho bốn ví dụ về cách công nghệ có thể giúp cải thiện việc chăm sóc sức khoẻ.,4,Personality disorder,0.16862912
Tôi cho rằng liệu pháp trị liệu có thể giúp tất cả chúng ta hiểu rõ hơn về quan điểm và cảm xúc của nhau. Nó có thể cung cấp một nền tảng trung lập để chúng ta có thể học những cách lành mạnh hơn để đối phó với xung đột. Nhưng thách thức nằm ở việc thuyết phục mọi người gác lại sự phòng thủ và cam kết thực hiện quy trình.,4,Personality disorder,0.19419135
"Vâng, làm ơn đi. Tôi sẵn sàng đón nhận bất cứ điều gì có thể giúp tôi tìm thấy một chút bình yên giữa sự hỗn loạn này. Tôi chỉ muốn cảm nhận được cảm giác hy vọng một lần nữa.",0,Anxiety,0.16893429
"Xin chào , gần đây tôi cảm thấy thực sự chán nản với bạn bè của mình. Có vẻ như chúng ta không thể sống một ngày mà không có xung đột nào đó. Tôi chỉ không biết phải làm gì nữa. Mục tiêu của tôi trong trị liệu là tìm kiếm sự bình yên và thấu hiểu trong các mối quan hệ của mình cũng như tìm ra cách giải quyết những xung đột này tốt hơn.",4,Personality disorder,0.19959146
How do computers perform arithmetic operations??,0,Anxiety,0.19858363
"Đó là một gợi ý tuyệt vời. Tôi nghĩ nó có thể giúp phá bỏ một số rào cản và cho phép gia đình tôi nhìn thấy những phẩm chất thực sự của cô ấy. Nó cũng có thể tạo ra một không gian an toàn cho cuộc đối thoại cởi mở, nơi tất cả chúng ta có thể bày tỏ mối quan ngại của mình và hướng tới một giải pháp.",5,Stress,0.20273139
"Of course. Well, I've been going through a tough time at work. I had high expectations about my career progression, but it seems like I'm stuck in a rut. It's been affecting my mood and overall joy in life. I feel like I'm just going through the motions.",1,Bipolar,0.20090692
Tôi nhận thấy điều đó đặc biệt khi tôi cố gắng kết nối với người khác ở mức độ cảm xúc. Tôi đấu tranh để cảm nhận được chiều sâu niềm vui hay nỗi buồn của họ. Giống như có một rào cản ngăn cản tôi tham gia đầy đủ vào các mối quan hệ.,5,Stress,0.17433159
Cảm ơn. Tôi đánh giá cao sự hướng dẫn và hỗ trợ của bạn. Việc chia sẻ những suy nghĩ và cảm xúc này là vô cùng hữu ích. Tôi mong đợi các buổi học trong tương lai của chúng ta và khả năng tìm ra cách tiếp cận lành mạnh hơn đối với căng thẳng liên quan đến công việc.,5,Stress,0.18358119
  I'm having trouble with procrastination and it's affecting my work. ,4,Personality disorder,0.18840188
"
Phân loại cảm xúc trong cụm từ này.: 

""Tôi rất tức giận!""
",6,Suicidal,0.21301861
Gần đây tôi đang phải vật lộn với rất nhiều mâu thuẫn gia đình và điều đó khiến tôi suy sụp. Tôi muốn tìm cách giải quyết những vấn đề này và khôi phục lại mối quan hệ yêu thương với các thành viên trong gia đình. Tôi cũng muốn tìm một nghề nghiệp mang lại cho tôi sự thỏa mãn và niềm vui.,6,Suicidal,0.15963581
"Chắc chắn rồi! Tôi nhận thấy rằng việc nghỉ ngơi ngắn ngủi trong ngày để giãn cơ và thư giãn sẽ giúp tôi lấy lại sự tập trung. Ngoài ra, việc lập danh sách việc cần làm và ưu tiên các nhiệm vụ cũng mang lại lợi ích. Tôi rất vui được biết liệu bạn có bất kỳ đề xuất hoặc kỹ thuật bổ sung nào không!",5,Stress,0.19394314
"I'm feeling really angry and sorry about my personal relationships lately. It's like every interaction I have just leaves me feeling frustrated, and I end up snapping at the people I care about. I don't know what's wrong with me.",1,Bipolar,0.16773422
"Thực ra, giờ bạn nhắc đến, tôi có một người bạn mà tôi có thể tâm sự. Họ luôn ủng hộ và thấu hiểu. Có lẽ việc nói chuyện với họ về những gì đang diễn ra sẽ mang lại cho tôi một số hướng dẫn và một góc nhìn mới mẻ.",5,Stress,0.18573684
Tôi nghĩ đây là một điểm khởi đầu tốt cho tôi. Tôi chỉ hy vọng mọi thứ có thể tốt hơn với bạn bè của tôi. Cảm ơn.,4,Personality disorder,0.21289556
"Of course. Whenever my self-esteem hits rock bottom, I become withdrawn and distant. I find it hard to communicate and be emotionally present for my wife. She deserves so much better than me, and I can't help but feel like I'm not enough for her.",4,Personality disorder,0.1789428
"Cảm ơn. Chà, tôi lo lắng rằng mình sẽ không thể hiện tốt trong vai trò mới này. Trước đây, tôi đã phải vật lộn với chứng lo âu và điều đó có xu hướng khiến tôi nghi ngờ bản thân. Tôi cũng lo lắng về việc hòa nhập với nhóm và đáp ứng mong đợi của họ. Cảm giác như có rất nhiều áp lực.",3,Normal,0.22149214
"Chà, tôi đã cố gắng hết sức để bỏ qua những bình luận của họ và không để họ ảnh hưởng đến tôi, nhưng nói thì dễ hơn làm. Tôi vẫn chưa nói chuyện với bất kỳ ai ở nơi làm việc về việc này vì tôi sợ nó có thể khiến tình hình leo thang hơn nữa. Tôi nghĩ có lẽ thảo luận với bạn có thể giúp tôi có được sự rõ ràng và sức mạnh để giải quyết vấn đề này.",6,Suicidal,0.1824284
Tôi cảm thấy rất tiếc về cuộc chia tay gần đây của mình. Nó đang ngốn hết tâm trí và năng lượng của tôi. Thật không may là điều này lại xảy ra ngay khi sự nghiệp của tôi đang khởi sắc.,4,Personality disorder,0.21639082
"I'm always told I'm not good enough or trying hard enough. I put 100% in to every thing. I'm worn out, I've worked on all of my family relationships, I'm doing great in school, I'm kind to those in need and otherwise. I stick to my religious beliefs and leave room for mistakes and learn from others so I don't have to make as many and the ones I do I learn from. 
Somehow it's still not good enough and nothing I do works. Nothing has changed, and I feel hopeless. Any suggestions or ideas?",5,Stress,0.2064462
Tôi nghĩ việc đặt ra những kỳ vọng thực tế là điều quan trọng. Nhắc nhở bản thân rằng sự thay đổi không xảy ra trong một sớm một chiều và rằng tôi chỉ là con người có thể giúp tôi rèn luyện tính kiên nhẫn. Đó là việc chấp nhận rằng tăng trưởng là một quá trình và tôi sẽ không có được mọi câu trả lời ngay lập tức.,1,Bipolar,0.19726473
"Tôi nghĩ bây giờ, tôi sẽ tập trung viết lá thư đó và tìm kiếm sự bình yên trong chính mình. Cảm ơn  vì đã lắng nghe và giúp tôi hiểu rõ hơn. Thật tốt khi có một người thực sự hiểu mà không phán xét.",1,Bipolar,0.20810431
"Vâng, đúng vậy. Tôi sẵn sàng thay đổi và cải thiện cuộc sống của mình. Cảm ơn bạn đã cung cấp hướng dẫn và hỗ trợ của bạn. Tôi đang mong chờ cuộc hành trình phía trước.",5,Stress,0.19087815
"Tôi nghĩ nó đáng để thử. Tại thời điểm này, bất kỳ cơ hội nào để phát triển và hàn gắn trong gia đình tôi đều cảm thấy cần thiết. Tôi chỉ hy vọng họ cởi mở với ý tưởng này và sẵn sàng nỗ lực cần thiết để hàn gắn mối quan hệ của chúng tôi.",1,Bipolar,0.18902037
"Xung quanh tôi là những người tích cực và hỗ trợ, những người nâng đỡ và khuyến khích tôi sẽ có lợi. Dành thời gian với những người đánh giá cao hành trình của tôi và ăn mừng những thành công của tôi sẽ giúp chống lại những so sánh tiêu cực.",5,Stress,0.1853278
"Cảm ơn bạn rất nhiều, vì sự hỗ trợ và hướng dẫn của bạn. Cuộc trò chuyện này vô cùng hữu ích. Đến bây giờ, tôi cảm thấy một cảm giác mới mẻ về hy vọng và quyết tâm. Tôi thực sự tin rằng những ngày tốt đẹp hơn đang ở phía trước và tôi sẵn sàng đón nhận chúng với vòng tay rộng mở.",5,Stress,0.21407881
Mọi chuyện thực sự khó khăn. Tôi chưa bao giờ mong đợi cuộc chia tay này sẽ xảy ra và nó khiến tôi cảm thấy lạc lõng và đau lòng. Tôi liên tục suy nghĩ về những gì đã xảy ra và nó đang ảnh hưởng đến sức khỏe tổng thể của tôi.,2,Depression,0.18423864
"Viết nhật ký có vẻ là một ý tưởng hay. Tôi nghĩ nó sẽ giúp tôi xử lý những cảm xúc phức tạp này một cách sâu sắc hơn. Về việc thảo luận vấn đề này với gia đình, tôi tin rằng việc giao tiếp cởi mở, liên tục sẽ rất quan trọng trong việc duy trì và củng cố mối quan hệ yêu thương trong quá trình chữa lành.",5,Stress,0.17837985
Tôi không thể không cảm thấy tội lỗi vì thành công gần đây của mình. Giống như nỗi đau khổ và hạnh phúc đang xung đột trong tôi.,6,Suicidal,0.17648214
"Bạn nói đúng, tất cả không phải lỗi của tôi. Có những trường hợp họ khiến tôi cảm thấy tội lỗi khi dành thời gian cho bạn bè hoặc theo đuổi sở thích riêng của mình. Thật khó để không đổ lỗi cho bản thân và liên tục đặt câu hỏi liệu tôi có thể trở thành một đối tác tốt hơn hay không.",5,Stress,0.16619219
"Tôi đã cố gắng, nhưng mỗi lần tôi nghĩ mình đã chấp nhận được điều đó, lại có điều gì đó lại khiến cơn đau lại xuất hiện. Giống như vết thương này vẫn còn mới và không chịu lành. Tôi kiệt sức vì chuyến tàu lượn siêu tốc đầy cảm xúc mà tôi liên tục lái.",2,Depression,0.20380397
", có vẻ như tôi có hình ảnh lý tưởng về việc nuôi dạy con cái nên như thế nào, nhưng thực tế lại không như vậy. Tôi thấy những bậc cha mẹ khác dường như có tất cả những điều đó và điều đó khiến tôi đặt câu hỏi về khả năng của chính mình. Tôi cảm thấy chán ghét bản thân vì đã không đáp ứng được kỳ vọng của chính mình.",3,Normal,0.18142265
Phân loại các kỹ thuật học máy sau: K-Láng giềng gần nhất và Hồi quy tuyến tính,1,Bipolar,0.17484702
Tôi cho rằng tôi có thể thử. Có lẽ việc tham gia vào các hoạt động khiến tôi cảm thấy hài lòng về bản thân có thể giúp tôi quên đi việc thường xuyên tự phê bình bản thân. Tôi chỉ hy vọng mình có đủ sức mạnh để vượt qua những khoảnh khắc mà sự tiêu cực trở nên áp đảo.,4,Personality disorder,0.21444568
Cảm ơn. Tôi đánh giá cao lòng tốt của bạn. Bạn đã cho tôi một số công cụ tuyệt vời để làm việc.,4,Personality disorder,0.1948599
Bạn nói đúng. Tôi cần ưu tiên sức khỏe của mình và vượt qua nỗi lo lắng này. Tôi sẽ đặt lịch hẹn với bác sĩ và nhận được đánh giá thích hợp. Thật khó để thực hiện bước đầu tiên đó.,3,Normal,0.1836616
Tôi chưa nghĩ đến điều đó. Ý tưởng viết một lá thư có vẻ ít đáng sợ hơn một cuộc trò chuyện trực tiếp. Có lẽ nó sẽ cho tôi cơ hội thu thập những suy nghĩ của mình và truyền đạt chúng theo cách mà trước đây tôi không thể làm được. Tôi sẽ thử. Cảm ơn bạn đã gợi ý điều đó.,2,Depression,0.21246065
"Những giấc mơ lớn, bạn biết không? Tôi đã từng có tầm nhìn cho tương lai của mình, nhưng bây giờ tất cả đều mờ mịt.",0,Anxiety,0.23416743
"Sếp liên tục chỉ trích công việc của tôi, ngay cả khi tôi đã nỗ lực hết mình. Tôi có cảm giác như mình luôn bị soi dưới kính hiển vi và rất sợ mắc sai lầm.",5,Stress,0.2040633
Cảm ơn. Tôi đánh giá cao sự hướng dẫn và hiểu biết của bạn. Tôi sẽ bắt đầu thử thách nỗi sợ bị từ chối và xây dựng ý thức mạnh mẽ hơn về giá trị bản thân.,5,Stress,0.19584326
"Tôi đã cố gắng, nhưng đôi khi cảm thấy quá sức. Tôi thấy mình đang giả vờ rằng mọi thứ đều ổn, nhưng sâu thẳm, tôi đang bị tổn thương. Tôi sợ phải đối mặt trực tiếp với cảm xúc của mình.",6,Suicidal,0.17324527
"Hãy xác định kiểu sai lầm trong câu phát biểu này: “Bài toán này không khó, ai cũng có thể giải được”.",0,Anxiety,0.19838779
Nó chắc chắn đã ảnh hưởng đến lòng tự trọng của tôi. Tôi bắt đầu nghi ngờ khả năng của mình và cảm thấy mình thất bại vì không thể giữ vững công việc của mình. Tôi liên tục đặt câu hỏi liệu mình có khả năng tìm được một công việc khác hay không hay tôi sẽ tiếp tục đối mặt với sự từ chối.,4,Personality disorder,0.18063949
"Vâng, tôi có. Sarah cũng cảm thấy như vậy nên cả hai chúng tôi đều đồng ý đặt tình bạn lên hàng đầu. Chúng tôi muốn đặt ra ranh giới rõ ràng và mở đường liên lạc để giải quyết mọi thách thức có thể phát sinh. Chúng tôi cam kết duy trì tình bạn của mình cho dù có chuyện gì xảy ra.",0,Anxiety,0.19734184
"He's always criticizing me, pointing out my flaws, and making me feel inadequate. It's like no matter what I do, it's never enough. I constantly seek his approval, but it never seems to come.",0,Anxiety,0.215639
Tôi đã nghe nói về một nhóm phục hồi chứng nghiện ở địa phương họp hàng tuần. Tôi nghĩ nó có thể là một nơi tốt để bắt đầu. Tôi sẽ xem xét nó và xem liệu nó có phù hợp với tôi không.,4,Personality disorder,0.19417359
Cảm ơn. Tôi thực sự đánh giá cao sự hướng dẫn và hiểu biết của bạn. Việc nói ra sự phòng thủ và chỉ trích của tôi đã mang lại cho tôi một góc nhìn mới mẻ về hành trình phục hồi của mình. Tôi cảm thấy tràn đầy hy vọng và có động lực để tiếp tục phát triển bản thân.,5,Stress,0.21330258
"Xin chào , tôi hy vọng hôm nay bạn làm tốt. Tôi muốn nói về điều gì đó đang ở trong tâm trí tôi. Gần đây, tôi cảm thấy hơi lo lắng về điều gì đó và dường như tôi không thể thoát khỏi cảm giác này.",5,Stress,0.16367835
"Cảm ơn. Chà, có một điều khiến tôi buồn là gần đây tôi đã trải qua một cuộc chia tay. Đó là một mối quan hệ lâu dài và có cảm giác như một sự mất mát đáng kể. Tôi cũng sợ rằng mình sẽ không thể tìm được một người thực sự hiểu và chấp nhận con người thật của tôi.",5,Stress,0.1890682
"Tôi đã nghĩ về điều đó, nhưng nỗi sợ bị phán xét và bị tổn thương đã ngăn cản tôi. Sự lo lắng của tôi tăng lên bất cứ khi nào tôi nghĩ đến việc mở lòng với ai đó. Cảm giác như tôi đang phơi bày điểm yếu của mình cho cả thế giới thấy.",3,Normal,0.18403178
"Tôi đã cố gắng, nhưng có vẻ như họ quá bận tâm đến những vấn đề của riêng mình đến nỗi không nhận ra nó ảnh hưởng đến tôi như thế nào. Tôi đã nhắc đến một lần nhưng họ gạt đi như thể nó không đáng kể. Tôi ước gì họ hiểu được nỗi đau đó đến nhường nào.",2,Depression,0.1666725
"Chắc chắn rồi. Một hoạt động vô cùng hữu ích là viết nhật ký. Viết ra những suy nghĩ và cảm xúc của mình cho phép tôi xử lý mọi tiêu cực và thay thế nó bằng sự tích cực. Ngoài ra, tôi đã bắt đầu ăn mừng những thành tựu của mình, bất kể chúng có vẻ nhỏ đến mức nào. Bằng cách thừa nhận những thành tựu của mình, tôi đang dần dần xây dựng nền tảng cho sự tự tin và đánh giá cao.",5,Stress,0.17503452
"Tôi cảm thấy rất phấn khích, nhưng anh ấy đã làm tan nát trái tim tôi.",0,Anxiety,0.20872095
"Chà, một trong những ước mơ lớn nhất của tôi là được tham gia một cuộc chạy marathon. Tôi từng thích chạy bộ nhưng giờ nó trở nên khá khó khăn. Vấn đề sức khỏe đã buộc tôi phải thích nghi và tìm ra những cách khác nhau để duy trì hoạt động, nhưng trong sâu thẳm, tôi vẫn khao khát được trải nghiệm cảm giác hồi hộp khi vượt qua vạch đích cuộc đua marathon đó.",5,Stress,0.21124804
Cảm ơn. Lời nói của bạn có ý nghĩa rất lớn đối với tôi. Thật an ủi khi biết rằng có ai đó hiểu và hỗ trợ tôi trong khoảng thời gian đầy thử thách này. Tôi sẽ bắt đầu nghiên cứu các cố vấn tài chính trong khu vực của mình và thực hiện các bước cần thiết để tạo ra những thay đổi tích cực trong cuộc sống của mình. Tôi xin cảm ơn sự hướng dẫn và động viên của bạn.,5,Stress,0.20170856
"Đó là một câu hỏi hay. Để buông bỏ những bất an này, tôi tin rằng điều quan trọng là phải tập trung vào lòng từ bi và chăm sóc bản thân. Nhận ra rằng hành trình của tôi là của cá nhân và so sánh nó với những người khác là phản tác dụng. Nắm bắt những điểm mạnh của bản thân và thừa nhận rằng con đường của mỗi người sẽ diễn ra khác nhau giúp tôi thoát khỏi cảm giác ghen tị. Ngoài ra, việc bao quanh bản thân với những ảnh hưởng tích cực và nhắc nhở bản thân về khả năng của bản thân giúp củng cố hy vọng rằng tôi vẫn có thể đạt được ước mơ của mình bất chấp những thất bại mà tôi gặp phải. Đó là một hành trình khám phá bản thân và khả năng phục hồi, và tôi sẵn sàng hết lòng đón nhận nó.",4,Personality disorder,0.18972538
That's actually a great suggestion. We hadn't thought about involving someone outside of our relationship to provide an objective viewpoint. Maybe having an outsider's opinion would help us find a resolution we're both happy with.,1,Bipolar,0.18376364
"Thực ra, có điều gì đó khác đang ở trong đầu tôi. Khi tôi đang trong quá trình hồi phục, tôi vui mừng thông báo rằng tôi đang tìm thấy những sở thích và sở thích mới mang lại cho tôi niềm vui. Tuy nhiên, có một phần trong tôi lo lắng về việc thay thế cơn nghiện này bằng cơn nghiện khác. Làm cách nào tôi có thể đảm bảo rằng những niềm đam mê mới tìm thấy của mình không trở thành những nỗi ám ảnh không lành mạnh?",4,Personality disorder,0.20255625
"Đó là sự pha trộn liên tục của nỗi buồn, sự cô đơn và lo lắng. Giống như tâm trí tôi đang chạy đua với những suy nghĩ về những gì đã xảy ra và liệu tôi có thể tìm lại được hạnh phúc hay không. Sự không chắc chắn là quá lớn.",1,Bipolar,0.16481395
Chào . Hôm nay tôi cảm thấy thực sự suy sụp. Tôi dường như không thể rũ bỏ được cảm giác buồn bã này. Nó giống như một đám mây nặng nề treo trên tôi.,5,Stress,0.18607694
"Chà, có vẻ như mỗi lần tôi đi chơi với bạn bè, cuối cùng chúng tôi lại tranh cãi về điều gì đó. Mọi chuyện đang vượt quá tầm kiểm soát và tôi lo lắng nó sẽ ảnh hưởng xấu đến tôi về mặt chuyên môn.",3,Normal,0.17696863
Gần đây tôi cảm thấy không vui lắm. Tôi nhận ra rằng tôi cần phải đưa ra quyết định để thay đổi mọi thứ trong cuộc sống của mình.,5,Stress,0.21123068
Nghe có vẻ là một cách tiếp cận thực tế. Tôi sẽ cố gắng hiện diện và tử tế hơn với bản thân khi điều hướng hành trình chữa lành và trưởng thành này.,5,Stress,0.17723498
"Tôi có thể nhắc nhở bản thân về những phẩm chất tích cực này bất cứ khi nào sự nghi ngờ bản thân xuất hiện. Bằng cách tập trung vào khả năng và những thành công trong quá khứ, tôi có thể khẳng định lại niềm tin vào bản thân.",5,Stress,0.18738586
