statement,predicted_label_id,predicted_status,confidence,
"Thành thật mà nói, tôi sợ phải đối mặt với nỗi đau. Tôi sợ rằng mình có thể bị nhấn chìm trong đó và không bao giờ nổi lên được nữa. Nhưng trong thâm tâm tôi biết rằng trốn tránh nó sẽ không làm nó biến mất.",2,Depression,0.88732666,
"Vâng, tôi đã bắt đầu ghi lại những suy nghĩ và cảm xúc của mình. Nó giúp tôi xử lý mọi thứ và đạt được sự rõ ràng nào đó. Tôi cũng đã liên hệ với bạn bè và gia đình luôn ủng hộ, những người hiểu những gì tôi đang trải qua.",5,Stress,0.5459278,
"I think the first step is acknowledging that addiction has control over my life, and that I have the power to regain control. Building a support system of loved ones and seeking professional help to address the underlying causes of addiction are crucial. By embracing a healthier lifestyle and engaging in therapy, I believe I can gradually create a life that aligns with my dreams.",6,Suicidal,0.6087,
"That's a great suggestion. I'll definitely give that a try. Breaking things down into smaller steps seems less daunting and might help me regain a sense of control. I think it'll also help me stay more present and focused on the task at hand, rather than constantly worrying about the bigger picture.",2,Depression,0.9830192,
"Tôi muốn giảm lượng thức ăn chế biến sẵn và đồ ăn nhẹ có đường. Tôi mong muốn kết hợp nhiều trái cây, rau và ngũ cốc nguyên hạt vào bữa ăn của mình. Đó là việc đưa ra những lựa chọn có ý thức và lưu tâm đến những gì tôi đưa vào cơ thể mình.",1,Bipolar,0.9987804,
"Tôi hy vọng tìm thấy sự rõ ràng và hiểu biết nào đó về lý do tại sao xung đột này tồn tại và cách tôi có thể giải quyết nó tốt hơn. Tôi muốn nâng cao lòng tự trọng của mình và tìm cách nuôi dưỡng mối quan hệ lành mạnh hơn với anh trai mình, ngay cả khi chúng tôi không bao giờ đồng ý về mọi thứ.",5,Stress,0.9770134,
"Tôi đã ném mình vào những đam mê của mình, cố gắng đánh lạc hướng bản thân. Tôi vẫn đang làm việc nghệ thuật và dành thời gian với bạn bè, nhưng dù tôi có làm gì thì cô ấy vẫn luôn ở trong tâm trí tôi.",4,Personality disorder,0.9968804,
"Tôi tin rằng nó sẽ tạo ra sự gắn kết bền chặt hơn giữa chúng ta và giúp chúng ta hiểu và hỗ trợ nhau tốt hơn. Cuối cùng, nó sẽ làm giảm xung đột và tăng cường hạnh phúc.",3,Normal,0.9405223,
Nghe có vẻ sâu sắc đấy. Tôi muốn biết bất kỳ khuôn mẫu nào có thể ảnh hưởng đến mối quan hệ của chúng tôi. Điều quan trọng đối với tôi là phải phát triển và học hỏi từ trải nghiệm này để chúng ta có thể tạo ra sự kết nối mạnh mẽ và chân thực hơn.,4,Personality disorder,0.99977964,
Viết nhật ký của tôi có tác dụng chữa bệnh vô cùng lớn. Nó cho phép tôi bày tỏ cảm xúc và suy ngẫm về hành trình của mình. Nó mang lại cảm giác rõ ràng và giải phóng.,1,Bipolar,0.9986595,
"Có, tôi đã bắt đầu xem xét lại ngân sách của mình và cắt giảm những chi phí không cần thiết như đi ăn ngoài hoặc giải trí. Thật khó khăn nhưng tôi đang cố gắng quan tâm hơn đến những gì mình chi tiêu. Tôi cũng đang khám phá các nguồn thu nhập bổ sung, chẳng hạn như làm việc tự do hoặc làm thêm ca tại nơi làm việc.",1,Bipolar,0.8961851,
So sánh các thuật ngữ 'thăng hoa' và 'lắng đọng'.,5,Stress,0.54841155,
"Có cảm giác như cơn nghiện đã trở thành rào cản, ngăn cản tôi đầu tư hết mình vào tình bạn của mình. Nhu cầu thường xuyên về chất này được ưu tiên hơn mọi thứ khác, bao gồm cả việc thúc đẩy các kết nối có ý nghĩa. Thật chán nản khi nhìn những mối ràng buộc đó tuột đi.",4,Personality disorder,0.9916952,
Chỉ là tôi chưa bao giờ mong đợi mọi chuyện sẽ kết thúc theo cách này. Chúng ta đã ở bên nhau nhiều năm và giờ thì mọi chuyện đã kết thúc. Tôi không thể không cảm thấy như mình đã thất bại bằng cách nào đó.,0,Anxiety,0.49744907,
I think having a support system of friends and loved ones who can offer encouragement and guidance would be invaluable. Their presence would remind me that I'm not alone in this process.,6,Suicidal,0.8534821,
Tôi cảm thấy căng thẳng quá. Tâm trí tôi đang quay cuồng và dường như tôi không thể tìm thấy chút bình yên nào trong suy nghĩ của mình. Thật ngột ngạt.,0,Anxiety,0.9239936,
Nghe có vẻ là một cách tiếp cận chu đáo. Tôi đảm bảo sẽ truyền đạt ý định của mình bằng tình yêu và sự đồng cảm. Tôi chỉ hy vọng cô ấy hiểu rằng việc tìm kiếm sự giúp đỡ từ chuyên gia không có nghĩa là cô ấy yếu đuối hay không có năng lực. Tôi muốn cô ấy coi đó là sức mạnh trong hành trình chữa bệnh của mình.,4,Personality disorder,0.7528256,
"Tôi có, nhưng đó là một sự cân bằng mong manh. Tôi không muốn tỏ ra đối đầu mà là một người tìm kiếm sự hiểu biết và lòng trắc ẩn. Tôi đã giải thích cho họ biết phản ứng của họ tác động như thế nào đến cảm xúc hạnh phúc của tôi và nhấn mạnh tầm quan trọng của sự chấp nhận trong việc duy trì sự năng động lành mạnh trong gia đình.",4,Personality disorder,0.99956685,
"Tạo một câu sử dụng danh từ ""con báo"" và ""bóng tối"".",1,Bipolar,0.86118776,
It means a lot to hear that. I'm willing to do the work to heal and find peace within myself again.,5,Stress,0.9527423,
Gần đây tôi cảm thấy khá hối hận và đầy bất an. Có vẻ như các mối quan hệ cá nhân của tôi không diễn ra như tôi mong đợi. Tôi cảm thấy mình cứ lặp đi lặp lại những sai lầm tương tự và điều đó càng khiến tôi nghi ngờ bản thân mình hơn.,5,Stress,0.8969852,
"Hi ! I'm so excited to be here today. I've been going through some changes in my life recently, and I wanted to share my new hobby with you. It's been such a positive experience for me!",0,Anxiety,0.9098584,
Gần đây tôi vừa trải qua một cuộc chia tay và điều đó khiến tôi cảm thấy bị bỏ rơi. Mối quan hệ kết thúc đột ngột và tôi chưa thể xử lý nó đúng cách. Tôi cảm thấy như thể cảm xúc của mình bị bỏ qua và gạt sang một bên.,2,Depression,0.81489205,
Describe a character trait of someone who is generous.?,3,Normal,0.85296977,
"Chà, mọi chuyện bắt đầu khi tôi nhận thấy một số thay đổi trong hành vi của đối tác. Họ trở nên xa cách và bí mật, luôn nghe điện thoại và không hiện diện trong mối quan hệ của chúng tôi. Tôi không muốn kết luận ngay, nhưng trong thâm tâm, tôi có cảm giác có điều gì đó không ổn.",4,Personality disorder,0.8329982,
Chắc chắn rồi. Đối tác của tôi đã lừa dối tôi vài tháng trước và mặc dù chúng tôi đang cố gắng giải quyết mọi chuyện nhưng tôi không thể rũ bỏ được cảm giác lạc lõng này. Tôi tự hỏi liệu tôi có thể tin tưởng họ lần nữa không.,2,Depression,0.44920063,
  I'm feeling very down and sad all the time. I don't enjoy the things I used to. What should I do? ,5,Stress,0.73406553,
"À, tôi nhớ có lần chúng tôi từng cùng nhau đi dạo thật lâu, trò chuyện về mọi chuyện dưới ánh mặt trời. Những cuộc trò chuyện đó mang lại cho tôi rất nhiều niềm vui và khiến tôi cảm thấy được kết nối. Nhưng bây giờ, sự im lặng lại khiến người ta cảm thấy ngột ngạt.",4,Personality disorder,0.99079835,
"Tôi đang hướng tới việc trồng một số loại rau và thảo dược. Có điều gì đó thực sự thỏa mãn khi bắt đầu từ hạt giống và cây trồng mà cuối cùng sẽ xuất hiện trên đĩa của tôi. Ngoài ra, việc có sẵn các loại thảo mộc tươi sẽ nâng cao khả năng nấu ăn của tôi. Tất cả là nhằm tạo ra một lối sống bền vững và lành mạnh hơn cho bản thân tôi.",1,Bipolar,0.8297052,
"Tôi thích ý tưởng đó. Tôi có xu hướng bỏ bê việc chăm sóc bản thân khi cảm thấy quá tải, nhưng trong thâm tâm tôi biết rằng điều đó rất quan trọng đối với sức khỏe của tôi. Tôi sẽ nỗ lực có ý thức để ưu tiên các hoạt động chăm sóc bản thân, ngay cả khi chỉ trong vài phút mỗi ngày. Tôi xứng đáng có được thời gian đó cho riêng mình.",5,Stress,0.9855365,
"Thanks. Lately, I've been experiencing some conflicts with my friends that have been getting me down. It feels like all our interactions are filled with tension and misunderstandings. I'm sorry, it's just been really discouraging.",6,Suicidal,0.62989944,
"I've been feeling really disgusted and scared lately. My health issues are getting out of control, and I don't know what to do.",0,Anxiety,0.8526333,
Tôi thực sự cảm thấy xấu hổ và rơi vào trạng thái hoảng loạn. Tôi chưa bao giờ nghĩ mình sẽ rơi vào hoàn cảnh này nhưng tôi vừa trải qua một cuộc chia tay.,4,Personality disorder,0.48004094,
"Tôi nghĩ mọi chuyện bắt đầu khi bạn tôi được thăng chức ở nơi làm việc và tôi thấy mình đang so sánh cuộc sống của chúng tôi. Điều đó khiến tôi cảm thấy mình thất bại, mặc dù trong thâm tâm tôi biết rằng tất cả chúng ta đều có những con đường khác nhau. Về sự phụ thuộc, tôi nghĩ nó đã luôn ở đó, nhưng những biến cố trong cuộc sống gần đây đã khiến nó trở nên rõ ràng hơn.",1,Bipolar,0.87754613,
"Tôi có thể bắt đầu bằng cách thực hành lòng biết ơn đối với những thành tựu của bản thân, dù lớn hay nhỏ. Và có thể bao quanh tôi là những người có ảnh hưởng tích cực, những người khuyến khích và hỗ trợ tôi.",4,Personality disorder,0.9329734,
Tôi đã cố gắng đề cập đến vấn đề này nhưng sự căng thẳng đã khiến việc có một cuộc trò chuyện mang tính xây dựng trở nên khó khăn. Có vẻ như cả hai bên đều quá chú trọng đến việc tìm ra giải pháp là không thể.,5,Stress,0.998654,
"Tôi nghĩ sẽ rất hữu ích nếu bắt đầu bằng cách thừa nhận những cảm xúc mà tất cả chúng ta đã trải qua và bày tỏ mong muốn cùng nhau tìm ra giải pháp. Sau đó, tôi có thể chia sẻ quan điểm của mình và làm rõ mọi hiểu lầm. Điều quan trọng là tạo ra bầu không khí cởi mở và dễ bị tổn thương để những người khác cảm thấy thoải mái khi làm điều tương tự.",4,Personality disorder,0.9989808,
"Cảm giác đó giống như một niềm hạnh phúc thuần khiết vậy. Mỗi lần tôi đánh dấu một điểm đến trong danh sách của mình, tôi cảm thấy vô cùng hạnh phúc và thành tựu. Bây giờ tôi nhận ra rằng nỗi sợ hãi của tôi chỉ là những rào cản tôi cần phải vượt qua, và chúng chẳng là gì so với sự thỏa mãn mà tôi tìm thấy khi thực hiện ước mơ của mình.",4,Personality disorder,0.99569356,
Tôi cho rằng nó đáng để thử. Tôi chỉ lo lắng không biết người khác sẽ nghĩ gì nếu họ biết tôi đang gặp bác sĩ trị liệu.,4,Personality disorder,0.99851054,
"Đó là một điểm tốt. Tôi nghĩ tôi có thể bắt đầu bằng cách thực hành lòng biết ơn hàng ngày. Dành một chút thời gian mỗi ngày để suy ngẫm về những thành tựu của tôi và những điều tôi biết ơn có thể giúp thay đổi quan điểm của tôi. Ngoài ra, tôi có thể thử đặt ra những mục tiêu nhỏ, thực tế nằm trong tầm kiểm soát của mình, điều này sẽ cho phép tôi ăn mừng thành tích của mình thường xuyên hơn.",5,Stress,0.52741355,
"Tôi không thể tin rằng mình đang nói điều này, nhưng tôi thực sự cảm thấy nhẹ nhõm vì vợ chồng tôi đã chia tay. Đã lâu rồi, và dù cú sốc ban đầu còn quá lớn, tôi không thể phủ nhận rằng gánh nặng trên vai tôi đã được trút bỏ.",4,Personality disorder,0.5114809,
  I'm having trouble in my relationship and I don't know what to do. ,3,Normal,0.97062624,
"Tôi nghĩ lúc đầu họ có thể ngạc nhiên, đơn giản vì tôi đã kìm nén quá lâu. Nhưng tôi hy vọng họ sẽ đánh giá cao sự trung thực và dễ bị tổn thương của tôi, và điều đó có thể làm sâu sắc thêm mối quan hệ của chúng tôi. Thật khó để tôi thực hiện bước đầu tiên đó, nhưng tôi biết điều đó là cần thiết.",4,Personality disorder,0.9963632,
"Chà, tôi và người yêu cũ đã xa nhau một thời gian. Cuộc chia tay cho phép tôi tập trung vào bản thân và làm những điều khiến tôi thực sự hạnh phúc.",2,Depression,0.99076396,
Tôi muốn học những cách lành mạnh hơn để thể hiện bản thân và hiện diện nhiều hơn trong các mối quan hệ của mình. Tôi muốn xây dựng lại niềm tin và cho những người thân yêu của mình thấy rằng tôi cam kết thay đổi. Đó là một hành trình khó khăn nhưng tôi sẵn sàng nỗ lực.,4,Personality disorder,0.999102,
"Nó khiến tôi cảm thấy. . . bị mất, tôi đoán vậy? Thật khó để diễn đạt thành lời. Tôi có cảm giác như mình đang đi trên những chiếc vỏ trứng xung quanh anh ấy, sợ phải nói hoặc làm bất cứ điều gì có thể khiến anh ấy khó chịu. Và khi xung đột nảy sinh, thay vì giải quyết chúng, anh ta lại né tránh chúng hoàn toàn. Đó không phải là người cha mà tôi từng biết.",1,Bipolar,0.98604983,
"Well, for starters, I always blame myself when things don't go according to plan. Whether it's a failed relationship, a missed opportunity at work, or even just a small mistake, I immediately take the blame. It's like I believe I have control over everything that happens.",3,Normal,0.6272287,
Describe the character of Laura without using any adjectives.?,3,Normal,0.99986386,
"Gần đây tôi cảm thấy ghen tị quá, nó đang ăn mòn tâm hồn tôi. Tôi không thể không so sánh bản thân với người khác và cảm thấy mình liên tục thua kém. Giống như mọi người xung quanh tôi đang sống cuộc sống trong mơ của họ trong khi tôi lại mắc kẹt trong lối mòn này. Và tệ hơn nữa, tôi phát hiện ra người bạn đời của mình đã lừa dối tôi, điều này đã làm mất lòng tin của tôi và khuếch đại tất cả những cảm xúc tiêu cực này.",4,Personality disorder,0.9953489,
"Tôi chỉ muốn đảm bảo rằng mình không rơi vào trạng thái tiêu cực hoặc mắc kẹt trong nỗi đau khổ này mãi mãi. Bạn có lời khuyên hay lời khuyên nào về cách duy trì tư duy tích cực và tiếp tục tiến về phía trước, ngay cả trong những ngày khó khăn không?",2,Depression,0.9970824,
"Cảm ơn bạn đã nhắc nhở tôi về điều đó. Ngoài công việc, tôi đang cố gắng kết hợp một số phương pháp chăm sóc bản thân vào thói quen của mình. Tôi đã đi dạo giữa thiên nhiên, thực hành chánh niệm và thực hiện các hoạt động mang lại niềm vui cho tôi. Những điều này đã giúp tôi nạp lại năng lượng và giảm bớt một số căng thẳng mà tôi đang trải qua.",5,Stress,0.99989486,
Nghe có vẻ là một cách tiếp cận tuyệt vời. Tôi tin rằng việc thực hành lắng nghe tích cực thực sự có thể giúp chúng ta xây dựng những kết nối bền chặt hơn và giảm bớt nỗi đau do những xung đột đang diễn ra này gây ra.,4,Personality disorder,0.8731934,
Tôi cho rằng tôi có thể thử. Có lẽ việc viết ra sẽ giúp tôi hiểu được mọi thứ.,6,Suicidal,0.78092724,
Nghe thật tuyệt vời. Tôi đánh giá cao sự hướng dẫn và lòng tốt của bạn. Thật an ủi khi biết rằng tôi có người để tâm sự về tất cả những điều này.,4,Personality disorder,0.99847776,
"Không, tôi chưa. Tôi đã giữ những cảm xúc này cho riêng mình, nghĩ rằng đó là gánh nặng của tôi phải gánh chịu một mình. Nhưng bây giờ tôi thấy rằng việc chia sẻ với người khác có thể giảm bớt gánh nặng.",1,Bipolar,0.9575799,
"Chắc chắn rồi. Tôi nhận thấy mối quan hệ của tôi với bạn đời cũng ngày càng bền chặt hơn. Chúng tôi đã hợp tác lên kế hoạch cho chuyến đi, thảo luận về sở thích của mình và cùng nhau đưa ra quyết định. Đó là một trải nghiệm gắn kết với chúng tôi.",4,Personality disorder,0.9707244,
"Well, it's this deep-rooted fear that I'm not enough for the people in my life. I constantly worry that I'll disappoint them or that they'll realize I'm not as good as they thought I was. This fear has made it hard for me to trust others and fully open up.",6,Suicidal,0.9075636,
"Xin chào , tôi hy vọng bạn có thể giúp tôi. Gần đây tôi cảm thấy thực sự choáng ngợp vì căng thẳng liên quan đến công việc. Tôi cảm thấy hy vọng rằng mọi thứ có thể trở nên tốt hơn, nhưng trong tôi cũng có nỗi đau buồn sâu sắc mà dường như tôi không thể rũ bỏ được.",5,Stress,0.94968194,
"Chắc chắn rồi, vì vậy chúng tôi đã là bạn lâu năm và chúng tôi từng rất hợp nhau. Nhưng gần đây, cô ấy đã hủy kế hoạch vào phút chót và không trả lời tin nhắn của tôi. Điều đó thực sự rất đau đớn và tôi không hiểu tại sao cô ấy lại hành động như vậy.",1,Bipolar,0.4819495,
"Chà, tôi cũng đang nghĩ đến việc tham gia một nhóm hỗ trợ hoặc tìm kiếm liệu pháp để tiếp tục vượt qua cảm giác bị phản bội và xây dựng khả năng phục hồi của mình. Có một không gian an toàn để chia sẻ kinh nghiệm của tôi và học hỏi từ những người khác có thể mang lại lợi ích.",1,Bipolar,0.8825486,
"Đúng, tôi sẵn sàng đón nhận bất cứ điều gì có thể giúp tôi thoát khỏi chu kỳ lo lắng này. Một số ví dụ về kỹ thuật CBT có thể hữu ích là gì?",5,Stress,0.485759,
Liệt kê ba công cụ công nghệ có thể giúp hiệu trưởng quản lý trường học vào năm 2021.,3,Normal,0.9996786,
"Vâng, thực sự tôi đã nghĩ về điều đó. Tôi nghĩ việc có một bên thứ ba trung lập hỗ trợ cuộc trò chuyện có thể có lợi. Nó có thể tạo ra một không gian an toàn cho mọi người thể hiện bản thân mà không cảm thấy bị phán xét hay gạt bỏ.",4,Personality disorder,0.9789682,
"Thành thật mà nói, nó có một chút áp đảo. Tôi chưa bao giờ là người để ý nhiều đến những gì mình ăn, nhưng tôi biết nó quan trọng đối với sức khỏe tổng thể của tôi. Tôi đoán tôi cần ưu tiên sức khỏe của mình và thực hiện những thay đổi đó.",1,Bipolar,0.856174,
"Dường như nỗi đau buồn đã dập tắt ngọn lửa ham muốn của tôi, khiến tôi cảm thấy tê liệt và mất kết nối với chính cơ thể mình. Luôn có sự căng thẳng giữa việc muốn tìm kiếm sự an ủi trong thế giới vật chất và việc bị ức chế bởi nỗi buồn tràn ngập này. Đó là một trải nghiệm mâu thuẫn làm tăng thêm sức nặng nỗi đau của tôi.",2,Depression,0.9967739,
Thật là tốt. Cảm ơn.,4,Personality disorder,0.46327093,
"Cảm ơn vì sự trấn an của bạn. Mối quan tâm của tôi chủ yếu xoay quanh quá trình trị liệu. Tôi lo lắng về việc mở lòng với một người lạ, một người có thể không hiểu hết những gì tôi đang trải qua. Làm sao tôi có thể tin tưởng họ với nỗi sợ hãi và tổn thương sâu sắc nhất của mình? Và điều gì sẽ xảy ra nếu tôi đầu tư quá nhiều thời gian và sức lực vào việc trị liệu để rồi cuối cùng lại thất vọng với kết quả đạt được? Những điều không chắc chắn này đang giữ tôi lại.",4,Personality disorder,0.9981964,
"Cảm ơn. Sự hỗ trợ của bạn có ý nghĩa rất lớn đối với tôi. Tôi tin rằng với thời gian và lòng trắc ẩn, tôi sẽ có thể vượt qua giai đoạn khó khăn này và tìm thấy sự bình yên mà tôi hằng mong ước.",1,Bipolar,0.69812435,
"Vâng chắc chắn. Tôi thường xuyên lo lắng về việc bị coi là không đủ năng lực hoặc không đủ tốt. Tôi sợ mắc lỗi hoặc nói điều gì đó có thể khiến người khác coi thường tôi. Có vẻ như tôi luôn trong tình trạng cảnh giác cao độ, cố gắng tránh bất kỳ sự bối rối hoặc bị từ chối nào có thể xảy ra.",4,Personality disorder,0.9867604,
"Tôi đã cố gắng ưu tiên các nhiệm vụ của mình và tạo ra một lịch trình có cấu trúc hơn, nhưng vẫn cảm thấy như không bao giờ có đủ thời gian. Tôi cũng đã bắt đầu thực hành chánh niệm và các bài tập thở sâu trong giờ giải lao, điều này giúp ích tạm thời, nhưng căng thẳng luôn quay trở lại.",5,Stress,0.9999347,
Xây dựng ma trận 3x2 với các số nguyên từ 1 đến 6 theo thứ tự tăng dần.,3,Normal,0.99994993,
Cảm ơn. Tôi đánh giá cao sự hướng dẫn và hiểu biết của bạn trong suốt buổi học này. Cuộc trò chuyện này cực kỳ hữu ích và tôi cảm thấy lạc quan hơn về tương lai. Bạn có thể cho tôi lời khuyên nào để hành trình chữa bệnh này diễn ra suôn sẻ hơn không?,1,Bipolar,0.99660766,
"Này , tôi hy vọng bạn vẫn ổn. Gần đây tôi cảm thấy thực sự suy sụp, giống như bị mắc kẹt trong hố sâu của nỗi buồn này. Thật sự rất khó để tôi ra khỏi giường vào buổi sáng và đối mặt với thế giới. Tôi đoán bạn có thể nói rằng tôi đang cảm thấy chán nản. Tôi nghĩ một phần lớn trong số đó có liên quan đến gia đình tôi. Khi lớn lên, gia đình tôi được coi là chỗ dựa, nơi trú ẩn an toàn cho tôi. Nhưng gần đây lại có cảm giác ngược lại. Có quá nhiều căng thẳng và tiêu cực đến mức tôi không thể thoát ra được. Nó đè nặng lên tôi, và đau quá.",2,Depression,0.9996313,
"Tôi có một vài người bạn luôn ủng hộ tôi trong suốt hành trình này. Tuy nhiên, tôi chưa hoàn toàn thành thật với họ về mức độ nghiện ngập của mình. Tôi sợ làm họ thất vọng hoặc bị đánh giá vì những sai lầm của mình.",4,Personality disorder,0.98788667,
Tôi tìm thấy niềm an ủi khi viết ra những suy nghĩ và cảm xúc của mình. Nó giúp tôi hiểu được sự hỗn loạn trong đầu mình. Có lẽ tôi nên làm điều đó thường xuyên hơn.,1,Bipolar,0.67184067,
"Vâng, chắc chắn có một số chủ đề định kỳ đã xuất hiện. Một trong số đó là tầm quan trọng của lòng trắc ẩn. Tôi nhận ra rằng tôi thường tự tạo áp lực cho mình để phải đau buồn theo một cách nào đó hoặc phải “bước tiếp” nhanh chóng. Việc chấp nhận rằng quá trình đau buồn của mỗi người là duy nhất đã mang lại cho tôi cảm giác nhẹ nhõm và cho phép chữa lành theo tốc độ của riêng mình.",2,Depression,0.9558489,
Cảm ơn bạn rất nhiều! Tôi thực sự mong muốn thực hiện những chiến lược này và tạo ra một mối quan hệ lâu dài và trọn vẹn. Tôi không thể hạnh phúc hơn khi giấc mơ này trở thành hiện thực và tôi rất biết ơn khi có bạn ở bên để hướng dẫn.,4,Personality disorder,0.57790744,
How would you involve data visualization in product development??,3,Normal,0.9310618,
"Gần đây tôi cảm thấy rất căng thẳng. Giống như bất kể tôi làm gì, tôi luôn phải đối mặt với sự từ chối.",4,Personality disorder,0.6608279,
Cảm ơn. Sự hỗ trợ và lời khuyên của bạn có ý nghĩa rất lớn đối với tôi. Tôi sẽ cố gắng hết sức để thực hành những kỹ thuật này và liên hệ khi tôi cần. Tôi đánh giá cao việc bạn là nhà trị liệu của tôi.,4,Personality disorder,0.9792324,
Gần đây tôi và người vợ yêu quý của mình đang phải giải quyết một số mâu thuẫn với bạn bè.,5,Stress,0.64508826,
"I value honesty, trust, and open-mindedness. These qualities have always been the foundation of our friendships, and I believe they can guide us towards rebuilding what has been damaged. It's important for us to create a safe space where each person feels heard, respected, and valued. By fostering better communication and embracing our individual strengths, we can restore the harmony that was previously present.",6,Suicidal,0.9831286,
"Nó thực sự khó khăn. Tôi đã từng thích đi làm, nhưng bây giờ nó giống như một việc vặt. Tôi thấy mình liên tục nghi ngờ khả năng của mình và nghi ngờ mọi quyết định của mình. Có vẻ như sự tự tin của tôi đã bị ảnh hưởng nghiêm trọng và nó cũng ảnh hưởng đến các lĩnh vực khác trong cuộc sống của tôi.",5,Stress,0.98408777,
"Nó khiến tôi cảm thấy như tiếng nói của mình không được lắng nghe hoặc không có giá trị. Giống như tôi chỉ là một bánh răng trong cỗ máy, cảm xúc và nhu cầu của tôi không quan trọng. Tôi cảm thấy chán nản, không quan trọng và đôi khi còn vô hình.",2,Depression,0.95590246,
"Này , tôi hy vọng bạn vẫn ổn. Gần đây tôi có nhiều cảm xúc lẫn lộn, và một trong số đó là tức giận. Nhưng đồng thời, tôi cũng cảm thấy thực sự hạnh phúc vì đã đạt được một trong những mục tiêu lớn nhất của mình!",0,Anxiety,0.52380544,
", tôi coi sở thích này như một hành trình cả đời. Đó không chỉ là việc thành thạo các kỹ năng hay tạo ra những thứ đẹp đẽ mà còn là việc khám phá bản thân và phát triển cá nhân. Tôi hy vọng một ngày nào đó có thể tiếp tục trau dồi kỹ năng của mình, khám phá các phương tiện khác nhau và thậm chí có thể chia sẻ những sáng tạo của mình với nhiều khán giả hơn. Khả năng là vô tận và tôi rất hào hứng muốn biết con đường này sẽ đưa mình đến đâu.",2,Depression,0.8297329,
"Này , hy vọng bạn vẫn ổn! Gần đây tôi cảm thấy rất bình yên, nhưng vẫn có cảm giác căng thẳng kéo dài trong tôi. Bạn có nghĩ rằng bạn có thể giúp tôi tìm ra lý do tại sao?",0,Anxiety,0.9999218,
"Sự phụ thuộc này ngăn cản tôi chấp nhận rủi ro hoặc theo đuổi ước mơ của mình. Tôi liên tục tìm kiếm sự trấn an và xác nhận từ người khác, sợ mắc sai lầm. Điều đó thật mệt mỏi và khiến tôi mất đi mọi động lực hoặc niềm vui mà tôi có thể có.",4,Personality disorder,0.94714177,
"Cảm ơn. Lời nói của bạn mang lại niềm an ủi cho trái tim nặng trĩu của tôi. Thật yên tâm khi biết rằng việc tìm kiếm sự hỗ trợ từ bên ngoài gia đình không có nghĩa là tôi đang phản bội họ. Tôi chỉ hy vọng rằng thông qua quá trình này, chúng ta có thể tìm được đường quay lại với nhau, mạnh mẽ hơn trước.",0,Anxiety,0.44555762,
"Tôi đã cố gắng đề cập đến chuyện đó nhưng anh ấy gạt bỏ những lo lắng của tôi và nói rằng mọi chuyện vẫn ổn. Nó chỉ làm tăng thêm sự lo lắng của tôi, khiến tôi tự hỏi liệu mình đã làm sai điều gì.",4,Personality disorder,0.5749394,
"Tôi đang phải vật lộn với những mâu thuẫn giữa bạn bè và điều đó đè nặng lên tâm trí tôi. Tôi thực sự coi trọng sự bình yên và hòa hợp trong các mối quan hệ của mình, nhưng gần đây, tôi có cảm giác như có một cơn bão liên tục ập đến. Nó ảnh hưởng đến sự an tâm của tôi và tôi không biết làm cách nào để vượt qua nó. Ngoài ra, tôi thấy mình đang đặt câu hỏi về kỹ năng nuôi dạy con cái của mình vì bạn bè tôi đã bắt đầu bình luận về điều đó.",2,Depression,0.5805206,
"Vâng, vậy là tôi đã phải vật lộn với lòng tự trọng thấp trong một thời gian rồi. Nó giống như cảm giác thường xuyên không đủ tốt. Và nó ảnh hưởng đến khả năng thực sự chấp nhận và yêu thương bản thân của tôi.",4,Personality disorder,0.99843436,
"Chà, điểm số của tôi ngày càng tụt dốc và tôi khó tập trung trong lớp. Tôi vốn rất thích học nhưng giờ đây nó như một gánh nặng. Thật khó để duy trì động lực.",5,Stress,0.91331077,
"
Đưa ra một đoạn hội thoại, xác định xem người dùng có bối rối hay không.: 

- Đại lý: Bạn có thể dùng mã này để đổi vé - Khách hàng: Mã gì?
",3,Normal,0.992416,
Hãy cho tôi một ví dụ về bữa sáng ít calo.,3,Normal,0.9997665,
Chúng cũng bắt đầu xâm nhập vào các mối quan hệ cá nhân của tôi. Tôi thấy mình liên tục đặt câu hỏi liệu mọi người có thực sự quan tâm đến tôi hay không và điều đó đang ảnh hưởng đến hạnh phúc của tôi.,4,Personality disorder,0.99871814,
Design a workplace safety poster.?,3,Normal,0.9999292,
Tôi cảm thấy kiệt sức quá. Anh ấy dường như không còn chút năng lượng nào nữa.,0,Anxiety,0.8570582,
"Chấp nhận những điều không hoàn hảo sẽ cho phép tôi tiếp cận các mối quan hệ với sự chấp nhận và đồng cảm nhiều hơn, không chỉ đối với bản thân mà còn đối với người khác. Nó có nghĩa là từ bỏ những kỳ vọng không thực tế và chấp nhận con người thật của họ, những lỗi lầm và tất cả. Tôi tin rằng nó sẽ thúc đẩy cảm giác kết nối và hiểu biết sâu sắc hơn.",4,Personality disorder,0.99986136,
"Cảm ơn sự hỗ trợ không ngừng nghỉ của bạn. Nó có ý nghĩa với tôi nhiều hơn lời nói có thể diễn tả. Tôi sẵn sàng thực hiện bước đầu tiên hướng tới một tương lai tươi sáng hơn, thoát khỏi cơn nghiện.",5,Stress,0.5572012,
