question,answer,intensity,response_strategy
Cảm ơn. Lời nhắc nhở đó rất hữu ích. Tôi thường quên rằng vấn đề không phải là sự hoàn hảo hay cách người khác nhìn nhận nó mà là quá trình chữa lành của chính tôi. Tôi sẽ thử xem nó sẽ đưa tôi đến đâu.,"Đó là tinh thần! Hãy nhớ rằng hành trình chữa lành của bạn là duy nhất đối với bạn và không có cách nào đúng hay sai để thể hiện sự đau buồn của bạn. Hãy dành thời gian, nhẹ nhàng với chính mình và để lời nói trôi chảy một cách tự nhiên. Nếu bạn cần hỗ trợ trong suốt chặng đường, tôi luôn sẵn sàng hỗ trợ bạn.",0.0,Encourage
"Tôi đã nghe nói về Ma trận Eisenhower, nơi bạn phân loại các nhiệm vụ dựa trên mức độ khẩn cấp và tầm quan trọng. Tôi nghĩ điều đó có thể giúp tôi có được sự sáng suốt và tránh được những căng thẳng không cần thiết.",Đó là một ý tưởng tuyệt vời! Ma trận Eisenhower thực sự có thể là một công cụ mạnh mẽ giúp bạn quản lý thời gian và ưu tiên các nhiệm vụ một cách hợp lý. Làm thế nào bạn có thể kết hợp kỹ thuật này vào thói quen làm việc hàng ngày của mình?,0.0,Encourage
Tôi sẽ ghi nhớ điều đó. Thật khó để giữ thái độ tích cực khi cảm thấy như không có gì theo ý mình.,Tôi hiểu. Việc cảm thấy chán nản trong những khoảnh khắc như thế này là điều hoàn toàn bình thường. Hãy nhớ đối xử tốt với bản thân và thực hành việc chăm sóc bản thân. Tham gia vào các hoạt động mang lại cho bạn niềm vui và ở bên những người luôn ủng hộ bạn. Có điều gì cụ thể mà bạn muốn tập trung vào việc tự chăm sóc bản thân không?,0.0,Encourage
Có một người bạn thân luôn ở bên cạnh tôi nhưng tôi chưa bao giờ nói cụ thể về điều này. Tôi sợ họ không hiểu hoặc sẽ phán xét tôi.,"Điều tự nhiên là bạn cảm thấy sợ hãi khi phải cởi mở, đặc biệt khi đó là những trải nghiệm nhạy cảm và đau đớn. Tuy nhiên, cho bạn bè của bạn một cơ hội để hỗ trợ bạn có thể chữa lành vết thương một cách đáng kinh ngạc. Nó có thể làm bạn ngạc nhiên về lòng nhân ái của họ. Bạn có điều gì khác muốn thảo luận hoặc có câu hỏi nào khác không?",1.0,Encourage
"Nghe có vẻ đầy hứa hẹn. Đối với những sở thích khác, tôi đang cân nhắc việc làm vườn. Ý tưởng nuôi dưỡng cây cối và nhìn chúng lớn lên mang lại cảm giác yên bình nhưng tôi cũng lo lắng không có ngón tay cái xanh.","Việc lo lắng về việc bắt đầu một sở thích mới là điều hoàn toàn bình thường, đặc biệt khi nó liên quan đến việc học các kỹ năng mới như làm vườn. Hãy nhớ rằng trọng tâm ở đây là quá trình chứ không phải sự hoàn hảo. Bạn đã nghĩ đến việc bắt đầu với những loại cây ít cần chăm sóc hoặc thậm chí là các loại thảo mộc trong chậu nhỏ để có được sự tự tin và tận hưởng quá trình mà không phải chịu thêm áp lực chưa?",0.0,Encourage
"Chắc chắn, đã có lúc tôi cười đùa cùng bạn bè, tận hưởng cảnh hoàng hôn tuyệt đẹp hay đơn giản là cảm thấy biết ơn những gì mình có trong cuộc đời. Nó nhắc nhở tôi rằng niềm vui và nỗi buồn có thể cùng tồn tại.",Chắc chắn rồi. Cuộc sống đầy rẫy những sự tương phản và việc trải qua hạnh phúc và đau buồn cùng một lúc là điều hoàn toàn bình thường. Có kỷ niệm cụ thể nào mang lại cho bạn sự thoải mái và vui vẻ không?,1.0,Empathize
"Tôi đã nghĩ về điều đó nhưng có vẻ như đó là một bước đi quyết liệt. Đây là những tình bạn lâu năm và tôi không muốn đánh mất họ vì cuộc xung đột này. Nhưng đồng thời, tôi không thể bỏ qua việc điều đó khiến tôi không vui như thế nào.",Cảm giác giằng xé là hoàn toàn bình thường. Mặc dù việc coi trọng và trân trọng tình bạn lâu dài là điều quan trọng nhưng việc ưu tiên hạnh phúc và hạnh phúc của bản thân cũng rất quan trọng. Bạn đã cân nhắc việc trò chuyện cởi mở và trung thực với bạn bè về hành động của họ đã tác động đến bạn như thế nào chưa?,1.0,Validate
Tôi nghĩ tôi sẽ nói chuyện với bạn bè về khả năng cùng nhau tìm kiếm liệu pháp. Đó có thể là sự can thiệp mà chúng ta cần để chữa lành vết thương và củng cố lại mối quan hệ của chúng ta. Cảm ơn bạn đã hướng dẫn tôi hướng tới giải pháp này. Tôi cảm thấy một tia hy vọng giữa tất cả những căng thẳng và đau buồn.,"Không có gì. Tôi rất vui vì có thể giúp làm sáng tỏ tình hình. Hãy nhớ rằng, xung đột là một phần tự nhiên của các mối quan hệ và việc tìm kiếm sự hỗ trợ thể hiện sự cam kết với cả bản thân và bạn bè của bạn. Tôi ở đây để hỗ trợ bạn trong suốt hành trình này và tôi tin rằng sẽ có hy vọng giải quyết và phát triển.",1.0,Support
"Chắc chắn rồi. Tôi đang nghĩ đến việc thử vẽ tranh và chụp ảnh. Chúng dường như là những cách tuyệt vời để thể hiện bản thân một cách sáng tạo. Nhưng bất cứ khi nào tôi tưởng tượng mình đang cầm một cây cọ vẽ hoặc một chiếc máy ảnh, tôi lại cứng đờ, lo lắng rằng mình sẽ không giỏi việc đó.","Việc cảm thấy lo lắng khi bước ra ngoài vùng an toàn của mình là điều hoàn toàn bình thường. Hãy nhớ rằng, mọi người đều bắt đầu như một người mới bắt đầu. Vấn đề không phải là trở nên hoàn hảo mà là tận hưởng quá trình và sẵn sàng học hỏi. Bạn đã cân nhắc việc bắt đầu với các lớp học hoặc hội thảo nhỏ, có hướng dẫn để xây dựng sự tự tin của mình chưa?",1.0,Empathize
Cảm ơn. Có một người hiểu mình có ý nghĩa rất lớn. Tôi cảm thấy bớt cô đơn hơn một chút khi biết rằng tôi có bạn ở bên.,Không có gì. Hãy nhớ rằng việc chữa lành không phải là một quá trình tuyến tính và việc gặp phải những thất bại là điều bình thường. Hãy kiên nhẫn và tử tế với chính mình. Chúng tôi sẽ thực hiện từng bước một.,1.0,Encourage
Tôi sợ bị từ chối.,Việc bị từ chối có thể khó xử lý nhưng điều quan trọng cần nhớ là không phải ai cũng sẽ từ chối bạn. Đó là một phần tự nhiên của cuộc sống và nó không quyết định giá trị của bạn. Hãy cùng khám phá một số chiến lược giúp bạn vượt qua nỗi sợ bị từ chối. Bạn đã bao giờ thử bắt chuyện với người lạ chưa?,1.0,Explore
"Vâng chắc chắn. Tôi bắt đầu nhận thấy những khoảnh khắc vui vẻ và biết ơn mà tôi từng bỏ qua. Như thể một gánh nặng đã được trút bỏ khỏi vai tôi, dù chỉ là tạm thời. Những khoảnh khắc nhỏ này cho tôi hy vọng rằng mọi thứ có thể tốt hơn.","Đó là sự tiến bộ đáng kinh ngạc. Hãy nhớ rằng sự thay đổi cần có thời gian và việc gặp phải những trở ngại trong quá trình thực hiện là điều bình thường. Kỷ niệm mỗi bước tiến về phía trước, dù nhỏ đến đâu. Bạn nghĩ những chiến lược hoặc hoạt động nào khác có thể góp phần vào hành trình vượt qua trầm cảm của bạn?",2.0,Encourage
"À, đó là tàu lượn siêu tốc. Tôi cảm thấy như thế giới của tôi đã bị đảo lộn. Tôi xen kẽ giữa cảm giác lạc lõng và hy vọng vào tương lai. Tôi đang cố gắng hết sức để giữ thái độ tích cực.",Việc cảm nhận nhiều loại cảm xúc trong khoảng thời gian đầy thử thách này là điều hoàn toàn bình thường. Tôi rất vui khi biết rằng bạn đang giữ hy vọng. Hãy cùng khám phá xem bạn hình dung ra loại tương lai nào cho chính mình. Ước mơ của bạn sẽ thành hiện thực sau khi ly hôn là gì?,1.0,Explore
"Tôi lo rằng nỗi đau sẽ không bao giờ nguôi ngoai hoàn toàn, rằng tôi sẽ không bao giờ còn là con người cũ nữa. Tôi sợ rằng mình sẽ không thể buông bỏ và tìm lại được hạnh phúc.","Những nỗi sợ hãi đó là điều hoàn toàn tự nhiên. Nỗi đau buồn thay đổi chúng ta một cách sâu sắc, nhưng điều đó không có nghĩa là chúng ta mất đi khả năng vui vẻ và hạnh phúc. Hãy nhớ rằng, việc chữa lành cần có thời gian và đó là một hành trình riêng của mỗi người. Bạn có muốn chia sẻ hoặc thảo luận điều gì khác không?",2.0,Validate
"Tôi đã nghĩ về điều đó nhưng vẫn chưa thực hiện bước đó. Tôi đoán là tôi cảm thấy sợ hãi khi phải bộc lộ nỗi lo lắng của mình, lo lắng rằng điều đó có thể khiến tôi dễ bị tổn thương hơn.",Việc cảm thấy e ngại khi chia sẻ cảm xúc của mình là điều hoàn toàn bình thường. Hãy nhớ rằng trị liệu là không gian an toàn nơi bạn có thể thể hiện bản thân mà không phán xét. Việc cởi mở về những lo lắng của mình thực sự có thể giúp bạn hiểu và quản lý chúng tốt hơn. Bạn nghĩ việc giải quyết nỗi lo lắng cùng với chứng nghiện ngập có thể mang lại lợi ích cho bạn như thế nào?,1.0,Validate
Tôi đoán đó là nỗi sợ bị tổn thương và để lộ cảm xúc của mình. Tôi không muốn gục ngã trước mặt họ hoặc bất kỳ ai khác vì vấn đề đó.,"Điều tự nhiên là bạn cảm thấy e ngại khi thể hiện cảm xúc của mình, đặc biệt là trước mặt người mà bạn có thể coi là nhân vật có thẩm quyền. Tuy nhiên, chia sẻ cảm xúc của bạn có thể là một cách lành mạnh để đối phó với nỗi đau. Hãy nhớ rằng, tính dễ bị tổn thương có thể dẫn đến sự kết nối và hàn gắn. Bạn có muốn khám phá một số chiến lược đối phó để giúp quản lý cảm xúc của mình không?",1.0,Validate
"Có, tôi có, nhưng đôi khi việc thực thi những ranh giới đó một cách nhất quán là một thách thức. Tôi đoán tôi chỉ cần cứng rắn hơn và làm gương. Cảm ơn bạn đã đưa ra điều đó.","Không có chi! Tính nhất quán thực sự quan trọng khi nói đến việc thực thi các ranh giới. Hãy nhớ rằng, bạn đang làm rất tốt vai trò làm cha mẹ và việc đôi khi cảm thấy lo lắng là điều bình thường. Hãy tin vào bản năng của bạn và đừng ngần ngại yêu cầu hỗ trợ khi cần.",1.0,Encourage
"Có, tôi đang dự tính liên hệ để được hỗ trợ. Tôi biết mình không thể tự mình vượt qua điều này và tôi muốn tạo ra những thay đổi tích cực trong cuộc sống của mình. Nhưng một phần trong tôi cũng cảm thấy sợ hãi và không chắc chắn về hành trình hồi phục có thể kéo theo những gì.",Việc cảm thấy e ngại khi tìm kiếm sự giúp đỡ và bắt tay vào quá trình phục hồi là điều hoàn toàn bình thường. Đó có thể là một con đường đầy thử thách nhưng được hướng dẫn bởi các chuyên gia có kinh nghiệm hỗ trợ những cá nhân như bạn. Một số nỗi sợ hãi hoặc sự không chắc chắn cụ thể mà bạn có là gì?,2.0,Validate
Kể tên một số bệnh do con người thiếu dinh dưỡng.,"Thiếu dinh dưỡng hợp lý có thể gây ra một số bệnh và tình trạng bao gồm: 1. Thiếu máu: Một tình trạng do thiếu sắt và dẫn đến số lượng hồng cầu thấp. 2. Bệnh scorbut: Một căn bệnh do thiếu vitamin C dẫn đến vết thương khó lành, sưng nướu và đau khớp. 3. Bệnh còi xương: Là chứng rối loạn do thiếu vitamin D, canxi hoặc phốt pho dẫn đến xương yếu và mềm, chậm phát triển và biến dạng xương. 4. Beriberi: Một căn bệnh do thiếu thiamine (vitamin B1) và dẫn đến suy nhược, chán ăn và suy tim. 5. Pellagra: Bệnh do thiếu hụt niacin (vitamin B3) và dẫn đến tiêu chảy, viêm da và mất trí nhớ. 6. Kwashiorkor: Một tình trạng liên quan đến tình trạng thiếu protein nghiêm trọng dẫn đến chậm phát triển, giữ nước và khả năng miễn dịch yếu. 7. Marasmus: Một tình trạng đặc trưng bởi sự thiếu hụt năng lượng nghiêm trọng dẫn đến sụt cân nghiêm trọng, teo cơ và khả năng miễn dịch yếu. Đây chỉ là một vài trong số rất nhiều căn bệnh có thể xảy ra do con người thiếu dinh dưỡng hợp lý. Một chế độ ăn uống cân bằng là điều cần thiết để duy trì sức khỏe thể chất và tinh thần tối ưu.",0.0,Support
"Thành thật mà nói, tôi chưa thực sự nghĩ đến việc tư vấn. Tôi luôn cảm thấy thoải mái hơn khi nói chuyện với mẹ, nhưng gần đây, tôi có cảm giác như mình đang tạo gánh nặng cho mẹ quá nhiều. Có lẽ sẽ hữu ích nếu nói chuyện với một chuyên gia có thể đưa ra hướng dẫn và hỗ trợ khách quan.","Việc dựa vào những người thân yêu để được hỗ trợ là điều hoàn toàn tự nhiên, nhưng việc tìm kiếm sự tư vấn chuyên nghiệp có thể mang lại cho bạn một không gian riêng để khám phá cảm xúc của mình và phát triển các chiến lược đối phó được cá nhân hóa. Tôi khuyến khích bạn hãy thử. Hãy nhớ rằng, bạn xứng đáng nhận được mọi sự hỗ trợ mà bạn có thể nhận được. Bạn còn muốn thảo luận điều gì hay có thắc mắc gì về việc tư vấn không?",1.0,Support
"Vâng tôi có. Họ đã ủng hộ và động viên, cố gắng hết sức để vực dậy tinh thần của tôi. Nhưng tôi không thể không cảm thấy mình như một gánh nặng. Tôi không muốn tiếp tục chìm đắm vào cuộc chia tay và tôi lo lắng rằng mình đang trở nên quá mệt mỏi với nó.",Việc tìm kiếm sự an ủi từ những người gần gũi với bạn trong thời gian khó khăn là điều tự nhiên và điều quan trọng là đừng đánh giá thấp giá trị của sự hỗ trợ của họ. Có hoạt động tự chăm sóc hoặc chiến lược đối phó nào hữu ích cho bạn không?,2.0,Validate
"Tôi luôn có những suy nghĩ này, tự hỏi liệu tất cả có phải là lỗi của tôi không... liệu tôi có thể làm điều gì đó khác biệt để cứu vãn mối quan hệ này không.","Trong những lúc đau buồn, việc tự trách móc và thắc mắc là điều bình thường. Điều quan trọng là phải nhẹ nhàng với bản thân và nhận ra rằng một mối quan hệ liên quan đến hành động và lựa chọn của cả hai cá nhân. Hãy tập trung vào việc khám phá lòng trắc ẩn với bản thân và chuyển lăng kính từ đổ lỗi sang hiểu biết và phát triển cá nhân. Hãy nhớ rằng, cuộc chia tay này không quyết định bạn và bạn vẫn có khả năng đạt được hạnh phúc trong tương lai.",2.0,Validate
Gần đây chúng tôi đã có xung đột. Tôi thực sự khó có thể giải quyết những bất đồng này mà không cảm thấy choáng ngợp.,Tôi hiểu xung đột với bạn bè có thể khó khăn như thế nào. Điều quan trọng cần nhớ là xung đột là một phần bình thường của các mối quan hệ và mọi người đều trải qua chúng vào một lúc nào đó. Bạn thường giải quyết xung đột như thế nào?,1.0,Empathize
"Chỉ là bây giờ mọi thứ đều trống rỗng. Tôi chưa bao giờ nhận ra rằng mình đã dựa vào người bạn đời của mình đến mức nào để hỗ trợ về mặt tinh thần. Bây giờ họ đi rồi, tôi cảm thấy lạc lõng và cô đơn.","Cô đơn có thể là một cảm xúc khó điều khiển. Cảm giác này sau khi chia tay là điều hoàn toàn tự nhiên, đặc biệt là khi bạn dựa vào sự hỗ trợ về mặt tinh thần của đối phương. Bạn có thể nhớ bất kỳ khoảnh khắc cụ thể nào khiến bạn cảm thấy thất vọng hơn nữa không?",2.0,Explore
"Tôi sợ họ sẽ gạt bỏ nỗi đau của tôi, hoặc tệ hơn là đổ lỗi cho tôi về sự phản bội của họ. Tôi không muốn bị tổn thương nhiều hơn nữa.",Có những lo lắng đó là điều tự nhiên. Việc cởi mở về cảm xúc của mình có thể khiến chúng ta cảm thấy dễ bị tổn thương và điều quan trọng là phải bảo vệ chính mình. Bạn có muốn một số hướng dẫn về cách tiếp cận cuộc trò chuyện này với bạn của bạn không?,1.0,Support
Mỗi thất bại càng củng cố thêm sự bất an của tôi. Nó khiến tôi đặt câu hỏi liệu mình có những yếu tố cần thiết để thành công trong ngành công nghiệp âm nhạc hay không. Tôi lo lắng rằng có lẽ tôi không đủ giỏi hoặc tôi sẽ không bao giờ có thể chịu đựng được những áp lực khi theo đuổi ước mơ của mình.,"Việc nghi ngờ và bất an khi đối mặt với thử thách là điều hoàn toàn bình thường, đặc biệt là trong một lĩnh vực mang tính cạnh tranh như ngành công nghiệp âm nhạc. Nhưng điều quan trọng cần nhớ là thất bại không xác định được giá trị hay tiềm năng của bạn. Bạn đã cân nhắc việc tìm kiếm sự hỗ trợ từ những người đang phải đối mặt với những thách thức tương tự chưa?",1.0,Encourage
"Đúng, tôi đã cố gắng trò chuyện cởi mở với từng người trong số họ, nhưng tôi cảm thấy như việc đó thực sự không giải quyết được điều gì. Một số bạn bè tỏ ra thông cảm nhưng những người khác dường như không muốn lắng nghe hoặc chấp nhận lời xin lỗi của tôi. Xung đột dường như vẫn còn kéo dài và nó bắt đầu ảnh hưởng đến động lực nhóm của chúng tôi.","Tôi hiểu rồi. Xung đột nảy sinh trong các nhóm bạn là điều bình thường và có thể là một thách thức khi không phải ai cũng sẵn sàng giải quyết chúng. Điều quan trọng cần nhớ là bạn chỉ có thể kiểm soát hành động, suy nghĩ và hành vi của chính mình. Mặc dù chúng ta không thể thay đổi cách người khác phản ứng, nhưng chúng ta có thể tập trung vào việc tìm cách duy trì các mối quan hệ lành mạnh và duy trì sự năng động của nhóm. Bạn đã cân nhắc việc lôi kéo mọi người vào cuộc trò chuyện nhóm để cùng nhau giải quyết những hiểu lầm này chưa?",1.0,Empathize
"Tôi cho rằng việc liên hệ với bạn bè và gia đình, tìm kiếm sự trợ giúp từ chuyên gia và tham gia các nhóm hỗ trợ có thể mang lại lợi ích. Mặc dù vậy, một phần trong tôi lo lắng rằng mình sẽ không bao giờ thực sự vượt qua được cơn nghiện này. Nỗi sợ tái nghiện luôn rình rập trong tâm trí tôi.",Nghi ngờ là điều hoàn toàn bình thường. Phục hồi là một quá trình đòi hỏi sự kiên nhẫn và kiên trì. Hãy cùng khám phá những nỗi sợ hãi và nghi ngờ đó sâu hơn. Điều gì khiến bạn tin rằng bạn có thể không bao giờ vượt qua được cơn nghiện này?,1.0,Explore
"Thành thật mà nói, tôi lo rằng mình sẽ chẳng giỏi giang gì. Tôi không muốn đầu tư thời gian và năng lượng vào thứ gì đó có thể khiến tôi thất vọng và làm tổn thương lòng tự trọng của tôi hơn. Thật khó để vượt qua nỗi sợ hãi đó và bước những bước đầu tiên.","Tôi hiểu những lo lắng của bạn. Việc cảm thấy e ngại khi thử điều gì đó mới là điều bình thường, đặc biệt khi lòng tự trọng của chúng ta đang mong manh. Hãy nhớ rằng, hành động vẽ tranh tự nó có thể mang tính trị liệu, bất kể kết quả cuối cùng như thế nào. Liệu việc chúng ta khám phá một số chiến lược để quản lý những nỗi sợ hãi này và đặt ra những kỳ vọng thực tế có giúp ích được gì không?",2.0,Encourage
"Vâng, tôi đã cố gắng đề cập đến vấn đề này, nhưng họ hoặc gạt bỏ mối lo ngại của tôi hoặc nói với tôi rằng đó không phải việc của tôi. Thật bực bội vì tất cả những gì tôi mong muốn là một môi trường gia đình yên bình và yêu thương.",Có vẻ như những nỗ lực truyền đạt cảm xúc của bạn chưa được mọi người lắng nghe hoặc thấu hiểu. Mong muốn một môi trường gia đình yên bình là điều hợp lý. Bạn đã cân nhắc việc khám phá những cách để cải thiện giao tiếp trong gia đình mình chưa?,1.0,Empathize
Tôi sẵn sàng tìm kiếm sự giúp đỡ chuyên nghiệp. Tôi đoán là tôi chỉ sợ rằng ngay cả điều đó cũng không đủ để cứu vãn mối quan hệ của chúng tôi. Tôi chưa bao giờ nghĩ mình sẽ rơi vào hoàn cảnh này.,"Cảm giác sợ hãi và bất an là điều hoàn toàn bình thường. Tìm kiếm sự trợ giúp từ chuyên gia không nhất thiết đảm bảo một kết quả cụ thể, nhưng nó có thể mang lại không gian an toàn để cả hai bạn bày tỏ cảm xúc của mình và hướng tới việc hiểu nhau hơn. Hãy nhớ rằng, bạn không đơn độc trong hành trình này và tôi ở đây để hỗ trợ bạn.",1.0,Empathize
Bạn nói đúng. Tôi cần phải từ bỏ quan niệm rằng tôi phải làm mọi việc một mình. Có lẽ việc liên hệ để được giúp đỡ thực sự có thể tạo ra sự khác biệt tích cực. Thật đáng sợ khi phải thừa nhận rằng tôi không thể tự mình giải quyết mọi việc.,"Cảm thấy sợ hãi là điều hoàn toàn bình thường. Sự thay đổi có thể đáng sợ, đặc biệt khi nó liên quan đến tính dễ bị tổn thương. Tuy nhiên, bằng cách tìm kiếm sự giúp đỡ, bạn đang thể hiện sức mạnh và sự sẵn sàng phát triển. Có ai ở nơi làm việc mà bạn cảm thấy thoải mái khi nói chuyện hoặc tiếp cận không?",1.0,Encourage
"Tôi ngần ngại khi mời người khác tham gia vì tôi sợ điều đó có thể bị coi là điểm yếu hoặc không có khả năng xử lý khối lượng công việc của tôi. Hơn nữa, tôi không muốn gây nguy hiểm cho mối quan hệ của mình với sếp.","Việc cảm thấy do dự khi liên hệ để được hỗ trợ là điều hoàn toàn bình thường. Tuy nhiên, hãy nhớ rằng yêu cầu giúp đỡ là một dấu hiệu của sức mạnh và sức khỏe của bạn phải được ưu tiên hàng đầu. Có ai mà bạn tin tưởng ở nơi làm việc có thể đưa ra hướng dẫn hoặc lắng nghe không?",1.0,Validate
"Đó là một quan điểm tuyệt vời. Tôi nghĩ điều quan trọng nhất đối với tôi là sự hỗ trợ về mặt tinh thần và sự thấu hiểu mà chúng tôi từng có. Tôi chắc chắn sẽ nỗ lực ưu tiên và nuôi dưỡng những khía cạnh đó, ngay cả khi điều đó có nghĩa là phải tìm ra những cách mới để làm điều đó.","Thật tuyệt vời khi biết rằng bạn cam kết nuôi dưỡng những phẩm chất quan trọng đó trong các mối quan hệ của mình. Hãy nhớ rằng, các mối quan hệ có thể thay đổi theo thời gian là điều bình thường, nhưng việc tìm cách thích nghi và duy trì các mối quan hệ có thể tạo ra sự khác biệt lớn.",0.0,Encourage
Tôi cảm thấy một tia hy vọng. Ý nghĩ tập trung vào bản thân và thử những điều mới mang lại cảm giác khả thi. Giống như tôi bắt đầu nhìn thấy một chút ánh sáng ở cuối đường hầm tối tăm này.,"Đẹp quá. Giữ hy vọng, dù mờ nhạt đến đâu, có thể là động lực mạnh mẽ. Khi bạn bắt đầu cuộc hành trình khám phá bản thân, hãy cho phép bản thân cảm nhận tất cả những cảm xúc nảy sinh. Hãy nhớ rằng việc có cả những ngày tốt và những ngày tồi tệ là điều hoàn toàn bình thường. Bạn có điều gì khác trong đầu mà bạn muốn khám phá hoặc thảo luận không?",0.0,Encourage
Tôi đã nghĩ về điều đó nhưng nó cũng khiến tôi lo lắng khi tìm kiếm sự giúp đỡ của chuyên gia. Điều gì sẽ xảy ra nếu nó xác nhận nỗi lo sợ của tôi rằng có điều gì đó thực sự không ổn xảy ra với tôi?,Tìm kiếm liệu pháp không có nghĩa là bạn có điều gì đó không ổn. Nó đơn giản có nghĩa là bạn đang thực hiện một bước tích cực để cải thiện sức khỏe của mình. Trị liệu có thể cung cấp cho bạn một không gian an toàn để khám phá và hiểu cảm xúc của bạn ở mức độ sâu hơn. Cảm thấy sợ hãi là điều bình thường nhưng hãy nhớ rằng tôi ở đây để hỗ trợ bạn vượt qua điều đó.,1.0,Encourage
"Tôi đã thử nhiều thứ khác nhau. Viết nhật ký giúp tôi giải tỏa phần nào những cảm xúc cuộn xoáy trong lòng. Tôi cũng đã bắt đầu tham gia một nhóm hỗ trợ, nơi tôi có thể chia sẻ kinh nghiệm của mình với những người hiểu được. Nhưng tôi vẫn có cảm giác như có một ngọn núi phía trước.","Khám phá các chiến lược đối phó khác nhau là một phần thiết yếu của hành trình chữa lành. Viết có thể là một công cụ mạnh mẽ để thể hiện bản thân và xử lý nỗi đau. Các nhóm hỗ trợ cung cấp một không gian quý giá để kết nối và hiểu biết. Việc cảm thấy choáng ngợp trước nỗi đau buồn lớn lao là điều bình thường, nhưng hãy nhớ rằng, ngay cả việc leo núi cũng bắt đầu bằng một bước duy nhất. Bạn hình dung chặng đường phía trước của mình như thế nào?",2.0,Encourage
"Vâng, đã có một vài thử thách. Thỉnh thoảng, tôi vẫn thấy mình rơi vào lối suy nghĩ tiêu cực hoặc nghi ngờ bản thân cũ. Nhưng khi điều đó xảy ra, tôi cố gắng nhắc nhở bản thân về những tiến bộ mà tôi đã đạt được và chuyển sự tập trung của mình sang những lời khẳng định tích cực. Đó là một quá trình đang diễn ra nhưng tôi quyết tâm đi tiếp trên con đường phát triển và hoàn thiện bản thân này.","Việc thỉnh thoảng gặp phải những thất bại là điều hoàn toàn bình thường. Hãy nhớ rằng, sự tiến bộ không phải lúc nào cũng theo đường thẳng, nhưng điều quan trọng là sự cam kết của bạn trong việc phục hồi và tiếp tục hành trình hướng tới hoàn thiện bản thân. Sự quyết tâm của bạn thật đáng ngưỡng mộ. Làm thế nào để bạn nạp lại năng lượng và duy trì tư duy tích cực trong thời gian thử thách?",0.0,Encourage
"Có lẽ gần đây tôi đã không quan tâm nhiều đến việc chăm sóc bản thân. Có lẽ tôi có thể thử dành ra vài phút mỗi ngày để làm điều gì đó tôi thích, như đọc sách hoặc đi dạo. Thật khó để tìm thấy động lực khi mọi thứ đều quá ảm đạm.",Việc đấu tranh với động lực trong thời gian thử thách là điều hoàn toàn bình thường. Điều quan trọng là hãy bắt đầu từ việc nhỏ và nhẹ nhàng với chính mình. Ngay cả một vài phút tự chăm sóc bản thân cũng có thể tạo nên sự khác biệt. Làm thế nào chúng ta có thể làm việc cùng nhau để giúp bạn thiết lập thói quen tự chăm sóc?,1.0,Encourage
"Có lẽ tôi có thể mở lòng với họ từ từ, từng bước một. Thật khó để tin rằng họ cũng sẽ không rời đi.","Việc xây dựng niềm tin cần có thời gian và việc thận trọng sau khi trải qua thua lỗ là điều bình thường. Hãy nhớ rằng việc cởi mở với người khác cũng cho phép họ cởi mở với bạn, thúc đẩy các mối quan hệ qua lại. Có bước cụ thể nào bạn có thể thực hiện để bắt đầu tin tưởng người khác không?",1.0,Validate
"Tôi kiệt sức rồi. Về mặt tinh thần, thể chất, tình cảm. Cuộc chia tay này đã lấy đi mọi thứ của tôi. Và tệ hơn nữa, tình hình tài chính của tôi đang trở nên hỗn loạn. Tôi cảm thấy như mình đang chìm đắm trong tất cả sự không chắc chắn này.",Tôi hiểu cuộc chia tay có thể mệt mỏi và choáng ngợp đến mức nào. Việc cảm thấy kiệt sức trong thời gian khó khăn này là điều hoàn toàn bình thường. Bạn có thể cho tôi biết thêm một chút về việc tài chính của bạn đang bị ảnh hưởng như thế nào không?,3.0,Professional
"Cảm ơn. Tôi nghĩ hiện tại, việc đi sâu vào các chiến lược để giao tiếp hiệu quả và thiết lập ranh giới là một bước tiến đáng kể. Thật hữu ích khi có không gian này để bày tỏ cảm xúc và mối quan tâm của tôi. Tôi đánh giá cao sự hướng dẫn của bạn và hy vọng rằng thông qua công việc của chúng ta cùng nhau, tôi có thể tìm ra cách giải quyết xung đột gia đình này một cách rõ ràng và tự tin hơn.",Không có gì. Tôi ở đây để hỗ trợ bạn từng bước trên con đường này. Hãy nhớ rằng việc chữa lành và trưởng thành cần có thời gian và đôi khi cảm thấy chán nản là điều bình thường. Chúng tôi sẽ tiếp tục khám phá các chiến lược và kỹ thuật khác nhau để giúp bạn vượt qua những thách thức trong gia đình mình. Tôi tin vào sức mạnh và sự kiên cường của bạn.,1.0,Support
"Vâng, tôi đánh giá cao sự tin tưởng, hỗ trợ và giao tiếp cởi mở trong các mối quan hệ của mình. Đây là những phẩm chất giúp tôi cảm thấy an toàn và được yêu thương. Tuy nhiên, sự lo lắng và bắt nạt đã khiến tôi khó duy trì những phẩm chất này khi tương tác với người khác.","Tôi đánh giá cao sự trung thực của bạn. Khi đối mặt với thử thách, điều tự nhiên là chúng ta cảm thấy hơi mất kết nối với những phẩm chất mà chúng ta yêu quý. Hãy cùng khám phá một số chiến lược giúp bạn khôi phục và nuôi dưỡng những phẩm chất đó trong các mối quan hệ cá nhân của mình. Bạn hình dung thế nào khi thấy những giá trị đó trở nên sống động trong các tương tác của bạn?",1.0,Support
